lead_id,company_name,industry,company_size,region,estimated_annual_revenue,current_logistics_provider,services_interested,lead_source,engagement_score,days_in_pipeline,num_interactions,decision_maker_contact,budget_confirmed,converted,contract_value_if_converted
LEAD-20230,Prospect_230,Retail,Large,West,50203079.11099052,Competitor A,"Fleet Maintenance,Dedicated Contract Carriage",Trade Show,71.39786886035863,50.60314355906848,8,False,False,False,0.0
LEAD-20231,Prospect_231,Food & Beverage,Medium,Northeast,4742688.241253637,Competitor B,"Fleet Maintenance,Dedicated Contract Carriage,Freight Management",Trade Show,45.690579660569206,123.06896616299798,6,True,False,False,0.0
LEAD-20232,Prospect_232,E-commerce,Small,Midwest,7166736.900818263,In-house,Transportation Management,Website,52.12381281307792,21.510937404973095,3,False,False,True,74872.41510262396
LEAD-20233,Prospect_233,Automotive,Medium,West,7180208.780498391,Competitor B,Dedicated Contract Carriage,Cold Call,36.631997379230754,33.12929547766469,4,True,True,False,0.0
LEAD-20234,Prospect_234,Manufacturing,Medium,Northeast,18085347.564490758,None,"Supply Chain Solutions,Distribution Center Management,Fleet Maintenance",Trade Show,55.275401828713264,34.89187871787901,2,True,True,False,0.0
LEAD-20235,Prospect_235,Technology,Enterprise,Northeast,384163425.3152476,In-house,Fleet Maintenance,Referral,37.70510015358026,63.2027657413793,6,True,True,False,0.0
LEAD-20236,Prospect_236,Healthcare,Large,West,13023111.532520372,Competitor A,Transportation Management,Trade Show,55.15009501834746,126.7727961119694,4,True,False,False,0.0
LEAD-20237,Prospect_237,Manufacturing,Small,Midwest,1365565.0910471908,Competitor B,"Distribution Center Management,Dedicated Contract Carriage",Website,19.74707342225456,28.930846244593837,8,True,False,False,0.0
LEAD-20238,Prospect_238,Technology,Medium,Southeast,7233189.619689531,Competitor B,Distribution Center Management,Cold Call,38.668439754475244,55.441899651933696,5,True,False,False,0.0
LEAD-20239,Prospect_239,Retail,Large,Southeast,33330963.16342866,None,Freight Management,Cold Call,66.97644804634915,78.56877126501546,3,False,False,True,252284.66300738105
LEAD-20240,Prospect_240,Automotive,Small,West,3497144.0361497533,In-house,"Distribution Center Management,Fleet Maintenance",Trade Show,66.26178320024056,19.232644911978255,6,False,True,False,0.0
LEAD-20241,Prospect_241,Retail,Small,Midwest,5005816.762238666,None,Distribution Center Management,Referral,30.40821683730307,32.56483386914886,7,False,False,False,0.0
LEAD-20242,Prospect_242,E-commerce,Medium,West,4474040.4425518755,In-house,"Dedicated Contract Carriage,Transportation Management",Trade Show,31.207945841039958,9.483835943458956,8,False,False,False,0.0
LEAD-20243,Prospect_243,Food & Beverage,Large,Southwest,53356904.9304904,In-house,"Supply Chain Solutions,Freight Management,Distribution Center Management",Website,33.90551331321435,5.1534750860787595,5,False,True,False,0.0
LEAD-20244,Prospect_244,Automotive,Medium,Southeast,3039095.5469600614,Competitor B,"Transportation Management,Freight Management",Website,60.31346448630202,105.85470381261747,3,False,True,True,31754.355693514593
LEAD-20245,Prospect_245,Manufacturing,Medium,Southeast,19406029.682087205,In-house,Dedicated Contract Carriage,Cold Call,28.259895940444167,26.917426106637965,5,False,False,False,0.0
LEAD-20246,Prospect_246,E-commerce,Enterprise,Northwest,306541330.50480586,None,Transportation Management,Trade Show,44.18773411641831,1.3458586011640852,5,True,False,False,0.0
LEAD-20247,Prospect_247,Retail,Large,West,146697871.20504707,Competitor B,"Fleet Maintenance,Dedicated Contract Carriage,Supply Chain Solutions",Cold Call,47.20625401089824,29.999126206788773,7,True,False,False,0.0
LEAD-20248,Prospect_248,Automotive,Medium,Northwest,5924437.147982806,In-house,"Supply Chain Solutions,Dedicated Contract Carriage",Referral,22.882468133213145,146.86962274712457,6,False,False,False,0.0
LEAD-20249,Prospect_249,E-commerce,Medium,Northeast,23966173.755821265,None,"Transportation Management,Dedicated Contract Carriage",Referral,41.75763316400164,72.27839150783454,5,True,True,False,0.0
LEAD-20250,Prospect_250,Retail,Medium,Northeast,2865890.662138866,Competitor B,"Supply Chain Solutions,Fleet Maintenance",Referral,24.319300934324918,134.81511346623282,6,False,False,False,0.0
LEAD-20251,Prospect_251,Automotive,Large,Southwest,112066733.99846603,In-house,"Dedicated Contract Carriage,Distribution Center Management",Marketing Campaign,16.074596622304085,212.17658378923892,2,False,False,False,0.0
LEAD-20252,Prospect_252,Automotive,Enterprise,Southeast,939547036.2783237,In-house,Freight Management,Website,17.976679657731072,6.913084438640525,4,True,True,False,0.0
LEAD-20253,Prospect_253,Retail,Medium,Midwest,5675676.915148109,Multiple,"Transportation Management,Freight Management,Distribution Center Management",Marketing Campaign,4.626225902596636,27.383284676527516,6,False,True,False,0.0
LEAD-20254,Prospect_254,Healthcare,Medium,Southwest,5267896.52074412,Competitor B,"Distribution Center Management,Transportation Management",Trade Show,52.68839430433212,23.005078561570905,9,False,True,False,0.0
LEAD-20255,Prospect_255,Manufacturing,Small,Southwest,1932596.3431328307,Competitor A,"Freight Management,Distribution Center Management,Dedicated Contract Carriage",Marketing Campaign,32.46348552510057,5.378659322072966,8,True,True,False,0.0
LEAD-20256,Prospect_256,Healthcare,Medium,Northeast,13171477.59903017,Competitor A,"Transportation Management,Distribution Center Management",Referral,26.535860920848048,5.900671608773619,1,False,True,False,0.0
LEAD-20257,Prospect_257,Healthcare,Small,Northwest,263025.82460327126,Competitor A,"Supply Chain Solutions,Fleet Maintenance",Website,10.470256462773817,86.41058824154305,4,True,False,False,0.0
LEAD-20258,Prospect_258,E-commerce,Medium,Northeast,7842828.168049716,None,Distribution Center Management,Referral,50.80177616429897,8.006874266544596,5,False,False,False,0.0
LEAD-20259,Prospect_259,Food & Beverage,Large,Midwest,113728991.87665881,Multiple,"Fleet Maintenance,Dedicated Contract Carriage,Freight Management",Trade Show,24.67924074059163,96.75249584903491,3,True,False,False,0.0
LEAD-20260,Prospect_260,Food & Beverage,Small,West,931305.3076458399,Competitor B,"Distribution Center Management,Supply Chain Solutions,Fleet Maintenance",Referral,23.08296675922676,72.06504179215756,1,True,False,False,0.0
LEAD-20261,Prospect_261,Food & Beverage,Small,Northwest,270226.1726847771,Competitor A,"Supply Chain Solutions,Fleet Maintenance,Transportation Management",Referral,59.80612113476044,2.4168226977161447,6,True,False,False,0.0
LEAD-20262,Prospect_262,Consumer Goods,Medium,West,26251304.295698304,None,Freight Management,Cold Call,40.12832527910507,3.1784026908143614,3,True,True,True,368375.95050998783
LEAD-20263,Prospect_263,Consumer Goods,Large,Southwest,40047103.57249644,In-house,Distribution Center Management,Website,39.26330002270384,2.509477037281664,4,False,False,False,0.0
LEAD-20264,Prospect_264,Food & Beverage,Medium,Midwest,11335868.394095557,Competitor B,"Dedicated Contract Carriage,Fleet Maintenance",Trade Show,52.1116955464522,18.72913882796956,4,True,False,False,0.0
LEAD-20265,Prospect_265,Automotive,Large,Northeast,66103043.6184287,Multiple,Supply Chain Solutions,Marketing Campaign,22.175741553299222,2.9545668823330518,1,True,False,False,0.0
LEAD-20266,Prospect_266,Automotive,Medium,Midwest,4949030.691917838,Multiple,"Distribution Center Management,Fleet Maintenance,Transportation Management",Cold Call,37.33250947276303,116.42409617383488,5,True,False,False,0.0
LEAD-20267,Prospect_267,Retail,Enterprise,Southwest,898225946.9911693,None,Freight Management,Trade Show,44.048687070714635,74.41208018963967,9,True,False,True,7838517.149376545
LEAD-20268,Prospect_268,Retail,Enterprise,Southwest,529553270.0283678,Multiple,Fleet Maintenance,Trade Show,34.41902747553823,3.239647659720003,3,True,False,False,0.0
LEAD-20269,Prospect_269,Retail,Medium,Northwest,15264767.80989559,None,Supply Chain Solutions,Trade Show,46.18441200292038,28.135317139482762,7,False,False,True,102683.88692312625
LEAD-20270,Prospect_270,Automotive,Medium,West,1702108.454691584,In-house,"Supply Chain Solutions,Transportation Management",Referral,51.237823934375115,12.70302364228092,4,True,True,False,0.0
LEAD-20271,Prospect_271,Consumer Goods,Medium,Midwest,10733566.247042606,Competitor B,Supply Chain Solutions,Referral,68.0165210420369,151.2401103671776,6,False,True,False,0.0
LEAD-20272,Prospect_272,Consumer Goods,Large,Southeast,23008281.25232651,In-house,"Transportation Management,Freight Management,Distribution Center Management",Website,30.50975139950019,43.32330774525164,7,True,False,False,0.0
LEAD-20273,Prospect_273,Healthcare,Medium,Southeast,19326665.214980386,Competitor A,Fleet Maintenance,Trade Show,45.824173443654516,51.033181671626885,6,False,True,False,0.0
LEAD-20274,Prospect_274,Manufacturing,Enterprise,Southwest,393794462.88018554,Competitor B,"Transportation Management,Fleet Maintenance",Marketing Campaign,7.270792262425502,51.60347437303003,3,False,False,False,0.0
LEAD-20275,Prospect_275,Automotive,Enterprise,West,1512714708.46996,None,Distribution Center Management,Cold Call,16.365375320441835,99.82030106945412,4,False,True,True,22314849.925454173
LEAD-20276,Prospect_276,Healthcare,Large,Midwest,173449089.71985507,Competitor A,"Dedicated Contract Carriage,Distribution Center Management",Marketing Campaign,24.383928416146176,35.61084167889166,6,True,False,False,0.0
LEAD-20277,Prospect_277,Retail,Medium,Northeast,17078983.501187433,Multiple,"Freight Management,Fleet Maintenance,Dedicated Contract Carriage",Referral,11.759569866742838,104.06023743050386,5,True,False,True,240475.3820890854
LEAD-20278,Prospect_278,Food & Beverage,Large,West,76166674.37322527,Competitor B,"Transportation Management,Distribution Center Management",Trade Show,34.6214850384179,0.8545796838329354,1,True,True,False,0.0
LEAD-20279,Prospect_279,Healthcare,Small,Southwest,1422774.2435085252,In-house,"Freight Management,Distribution Center Management",Referral,37.390997172135926,33.194829933931615,3,False,False,False,0.0
LEAD-20280,Prospect_280,Consumer Goods,Medium,Midwest,8549981.055033356,None,Freight Management,Marketing Campaign,71.21009747501186,35.73726049284036,5,True,False,True,58156.224462596205
LEAD-20281,Prospect_281,Food & Beverage,Medium,Northwest,13784769.768998526,In-house,Transportation Management,Trade Show,29.958621254675077,78.5979234790868,4,True,False,False,0.0
LEAD-20282,Prospect_282,Consumer Goods,Medium,West,3141357.7176139853,In-house,Freight Management,Marketing Campaign,62.52227933663757,28.752972291800027,6,True,True,False,0.0
LEAD-20283,Prospect_283,Consumer Goods,Small,Southeast,1497942.749181594,Competitor A,Transportation Management,Referral,17.310506881482787,44.22738585882182,7,True,False,False,0.0
LEAD-20284,Prospect_284,Manufacturing,Small,Northeast,162483.1416897598,In-house,"Dedicated Contract Carriage,Freight Management,Transportation Management",Trade Show,48.36755754715589,44.55669063447484,6,False,False,True,2145.2695228037505
LEAD-20285,Prospect_285,Technology,Small,Northeast,1229840.8029781906,None,"Distribution Center Management,Transportation Management,Fleet Maintenance",Cold Call,49.35801715793329,25.413522608699104,9,True,False,False,0.0
LEAD-20286,Prospect_286,Automotive,Medium,Midwest,2421894.678392056,Multiple,"Supply Chain Solutions,Distribution Center Management",Website,63.849716571485224,25.413597366332933,4,True,True,True,25481.50148337785
LEAD-20287,Prospect_287,Food & Beverage,Large,Southwest,53683518.42135891,In-house,"Dedicated Contract Carriage,Transportation Management",Trade Show,32.457159814688666,38.25584732795292,5,False,False,True,461325.40387733973
LEAD-20288,Prospect_288,Technology,Large,West,61917973.864129014,Competitor B,"Freight Management,Supply Chain Solutions",Trade Show,25.732215205489695,13.62388301034985,6,True,True,False,0.0
LEAD-20289,Prospect_289,E-commerce,Small,Southwest,876369.6823307077,Competitor A,Supply Chain Solutions,Trade Show,28.393975394810226,39.18692134773619,8,True,False,False,0.0
LEAD-20290,Prospect_290,Food & Beverage,Large,Northeast,45757159.71491404,Competitor A,"Freight Management,Dedicated Contract Carriage,Supply Chain Solutions",Marketing Campaign,9.636996567446081,20.039743037314526,7,True,True,False,0.0
LEAD-20291,Prospect_291,Retail,Large,Southeast,92226004.65254954,None,"Distribution Center Management,Dedicated Contract Carriage,Fleet Maintenance",Website,28.299425501943187,9.203450037937147,4,True,False,True,879252.2720114468
LEAD-20292,Prospect_292,Consumer Goods,Medium,Northwest,19980036.00935978,Competitor A,"Distribution Center Management,Dedicated Contract Carriage,Transportation Management",Cold Call,63.12344723536185,16.833728789142278,3,True,True,False,0.0
LEAD-20293,Prospect_293,E-commerce,Large,Southeast,31352576.27329911,Competitor B,Transportation Management,Cold Call,40.517349514355196,2.1499335955298466,7,False,True,True,392666.27550272155
LEAD-20294,Prospect_294,Automotive,Medium,Southwest,6657141.58835669,None,Freight Management,Cold Call,53.33018049569167,89.97175033774444,1,True,True,True,53334.28842767489
LEAD-20295,Prospect_295,Consumer Goods,Small,Southwest,977672.0155885144,None,"Supply Chain Solutions,Distribution Center Management,Transportation Management",Marketing Campaign,33.492932023870466,3.8815468025492144,6,False,True,False,0.0
LEAD-20296,Prospect_296,Healthcare,Medium,Northwest,24053205.396607284,Competitor A,Distribution Center Management,Website,75.98073947386091,85.73275790536354,3,False,False,False,0.0
LEAD-20297,Prospect_297,Technology,Large,Southeast,25363988.225171912,Multiple,Distribution Center Management,Marketing Campaign,32.16916654680711,71.12613140167613,5,True,True,False,0.0
LEAD-20298,Prospect_298,Automotive,Medium,Northwest,8390241.943972308,Competitor B,"Dedicated Contract Carriage,Transportation Management",Website,69.78144489818263,294.54487251586954,3,False,True,True,56004.99546906272
LEAD-20299,Prospect_299,Retail,Small,Southwest,3796162.4858208797,None,"Distribution Center Management,Fleet Maintenance",Website,33.71402456825307,47.73289303649166,3,False,True,False,0.0
LEAD-20300,Prospect_300,Automotive,Medium,West,50948369.17719336,Competitor B,"Fleet Maintenance,Freight Management",Marketing Campaign,50.403420528723174,62.23615034440009,4,False,False,False,0.0
LEAD-20301,Prospect_301,Retail,Small,Southwest,185426.47423508315,In-house,"Freight Management,Dedicated Contract Carriage,Transportation Management",Trade Show,21.518389715655815,66.79975027024184,3,False,True,False,0.0
LEAD-20302,Prospect_302,Healthcare,Small,Midwest,2723772.8611382204,Multiple,Supply Chain Solutions,Marketing Campaign,27.387963080453076,15.265793125036044,6,False,False,False,0.0
LEAD-20303,Prospect_303,Retail,Large,West,34024040.004150175,None,"Fleet Maintenance,Distribution Center Management",Trade Show,27.751075750492866,3.975599748450926,3,True,False,False,0.0
LEAD-20304,Prospect_304,Automotive,Enterprise,Southwest,1029812974.6227455,Competitor A,"Transportation Management,Freight Management,Supply Chain Solutions",Cold Call,16.268348596784577,19.1599144847098,7,True,False,False,0.0
LEAD-20305,Prospect_305,Retail,Small,Midwest,104156.69994115966,In-house,"Supply Chain Solutions,Distribution Center Management,Fleet Maintenance",Marketing Campaign,52.734769534098106,170.79016347786526,2,True,False,True,658.479556541439
LEAD-20306,Prospect_306,Technology,Medium,West,13925343.896587802,In-house,"Freight Management,Fleet Maintenance,Supply Chain Solutions",Website,41.303671778638964,70.39935366201969,4,False,False,True,107300.65538991186
LEAD-20307,Prospect_307,Food & Beverage,Large,Northeast,70572662.7640928,Competitor A,Fleet Maintenance,Marketing Campaign,12.489892676280542,23.5695921790576,4,False,False,False,0.0
LEAD-20308,Prospect_308,E-commerce,Medium,Southwest,3439485.5642242436,In-house,"Dedicated Contract Carriage,Transportation Management",Marketing Campaign,33.87668853839204,73.47007561178702,7,True,True,True,20004.343614743633
LEAD-20309,Prospect_309,Retail,Large,Northwest,35014409.74664063,Multiple,Transportation Management,Referral,31.661859241505518,62.64068119089139,1,False,True,False,0.0
LEAD-20310,Prospect_310,Technology,Medium,Northwest,2310879.5474278643,Competitor A,Supply Chain Solutions,Website,64.87111822920235,189.83706879671578,1,True,False,False,0.0
LEAD-20311,Prospect_311,Manufacturing,Medium,Southwest,35964720.434222735,In-house,"Distribution Center Management,Fleet Maintenance,Supply Chain Solutions",Website,64.87199436461786,80.82050315123676,8,True,True,False,0.0
LEAD-20312,Prospect_312,Automotive,Medium,Northeast,12093447.67071655,Competitor A,"Distribution Center Management,Transportation Management,Dedicated Contract Carriage",Marketing Campaign,30.368776831691125,6.075211197617659,6,False,False,False,0.0
LEAD-20313,Prospect_313,Food & Beverage,Large,Northeast,43310726.185401775,None,"Distribution Center Management,Transportation Management,Dedicated Contract Carriage",Trade Show,42.11030168529434,3.49840092721808,3,True,False,True,562569.4101010774
LEAD-20314,Prospect_314,Retail,Small,Midwest,394448.0737409049,In-house,"Fleet Maintenance,Transportation Management,Distribution Center Management",Website,30.881834844983437,30.902322994910946,2,False,False,True,5037.757824555033
LEAD-20315,Prospect_315,Automotive,Medium,Southwest,21133728.540612567,None,"Freight Management,Fleet Maintenance,Supply Chain Solutions",Marketing Campaign,30.053407076571894,30.241795144537896,12,False,True,True,223130.80676171032
LEAD-20316,Prospect_316,E-commerce,Enterprise,West,318979682.297348,Multiple,"Dedicated Contract Carriage,Transportation Management",Website,59.72453035059287,13.117422360578953,3,False,True,False,0.0
LEAD-20317,Prospect_317,Retail,Medium,Midwest,7598750.439465557,Multiple,"Supply Chain Solutions,Distribution Center Management",Website,73.9132145100924,32.09267615856128,5,False,True,False,0.0
LEAD-20318,Prospect_318,Automotive,Small,Southwest,1771991.6345943802,Competitor B,"Supply Chain Solutions,Transportation Management",Trade Show,24.55041466827516,169.89093630767334,4,True,False,False,0.0
LEAD-20319,Prospect_319,Healthcare,Medium,Midwest,7381261.328420651,In-house,Distribution Center Management,Trade Show,49.29614889652408,10.935020501249983,5,True,False,True,62620.09263267595
LEAD-20320,Prospect_320,Healthcare,Medium,Midwest,15454706.019840697,Multiple,"Freight Management,Supply Chain Solutions,Transportation Management",Website,28.548123136205355,1.0502349642409836,5,True,True,True,78452.95978368234
LEAD-20321,Prospect_321,Technology,Large,Southwest,56366326.52871736,Multiple,"Distribution Center Management,Transportation Management",Website,69.22614262574145,75.55050362914622,5,True,False,False,0.0
LEAD-20322,Prospect_322,Food & Beverage,Small,West,904554.6383537417,In-house,"Freight Management,Transportation Management,Supply Chain Solutions",Cold Call,56.70926569543383,0.7802725156470158,6,False,False,False,0.0
LEAD-20323,Prospect_323,Retail,Enterprise,Northeast,174255648.44263142,Competitor A,"Freight Management,Transportation Management,Supply Chain Solutions",Referral,33.1659439618019,55.73953648684546,4,False,False,True,933834.0462756993
LEAD-20324,Prospect_324,Healthcare,Enterprise,Northwest,570024970.9220545,Competitor A,"Dedicated Contract Carriage,Distribution Center Management",Referral,18.184037240581,2.378139084865657,4,True,False,False,0.0
LEAD-20325,Prospect_325,Healthcare,Medium,Southwest,40037781.38656911,In-house,"Freight Management,Dedicated Contract Carriage,Transportation Management",Marketing Campaign,38.9039046598575,25.014561507719364,3,True,True,False,0.0
LEAD-20326,Prospect_326,Healthcare,Large,Southwest,139911020.67991933,In-house,"Freight Management,Transportation Management",Website,38.74872911127444,151.69338885026295,5,True,True,False,0.0
LEAD-20327,Prospect_327,Food & Beverage,Small,Southwest,610361.8992669266,Multiple,"Distribution Center Management,Supply Chain Solutions",Trade Show,36.31306743244146,27.269874945483018,7,False,False,True,7604.3432467584635
LEAD-20328,Prospect_328,Automotive,Medium,Midwest,5801886.545946225,None,Distribution Center Management,Cold Call,59.0538459994739,36.205744231278906,4,False,True,False,0.0
LEAD-20329,Prospect_329,Manufacturing,Large,Southwest,34718810.601609275,Competitor A,"Dedicated Contract Carriage,Distribution Center Management",Marketing Campaign,25.673454118926546,3.5284033244229738,5,False,False,False,0.0
LEAD-20330,Prospect_330,Food & Beverage,Large,West,91375503.89231366,Multiple,"Fleet Maintenance,Freight Management",Marketing Campaign,39.263933758759784,1.4479303566498278,5,False,False,True,950836.1368582302
LEAD-20331,Prospect_331,Manufacturing,Medium,Midwest,236394116.90163007,In-house,Fleet Maintenance,Trade Show,31.339370317523013,5.765330366586023,8,True,True,False,0.0
LEAD-20332,Prospect_332,E-commerce,Large,Northwest,31154752.65488671,Competitor B,Dedicated Contract Carriage,Trade Show,28.56019681024531,34.58313407601025,2,False,True,False,0.0
LEAD-20333,Prospect_333,Healthcare,Small,West,4428208.326435092,Multiple,"Distribution Center Management,Freight Management",Trade Show,25.490526883576237,69.08918936721584,3,True,False,False,0.0
LEAD-20334,Prospect_334,Consumer Goods,Medium,Southeast,7123713.281455659,None,Fleet Maintenance,Cold Call,74.7451767888781,8.832386518949622,8,True,False,True,37805.98804383241
LEAD-20335,Prospect_335,Technology,Enterprise,Southwest,285329037.70526713,Competitor A,Supply Chain Solutions,Cold Call,40.097671538744414,36.833590488591625,2,True,True,False,0.0
LEAD-20336,Prospect_336,Healthcare,Large,Northwest,63144144.62619671,None,"Transportation Management,Freight Management",Marketing Campaign,43.255335056520586,14.452627925556332,7,True,False,False,0.0
LEAD-20337,Prospect_337,E-commerce,Medium,Northeast,29973909.74177739,Multiple,"Transportation Management,Supply Chain Solutions,Freight Management",Referral,18.053675722572937,50.47094534948506,5,True,False,False,0.0
LEAD-20338,Prospect_338,Technology,Medium,Southwest,1521872.3923747537,Competitor A,"Freight Management,Dedicated Contract Carriage,Transportation Management",Referral,27.079120867896904,41.665111493578976,9,True,False,True,19641.498242121583
LEAD-20339,Prospect_339,E-commerce,Enterprise,Midwest,705288836.1618925,Multiple,"Fleet Maintenance,Transportation Management,Supply Chain Solutions",Trade Show,38.62402435774684,65.87599043069288,3,True,False,False,0.0
LEAD-20340,Prospect_340,Technology,Small,Northeast,687273.8709397075,Competitor B,"Supply Chain Solutions,Transportation Management,Freight Management",Referral,47.871780251572005,14.093020715326924,8,False,True,False,0.0
LEAD-20341,Prospect_341,Manufacturing,Enterprise,Midwest,1059359894.4261502,Competitor B,"Fleet Maintenance,Distribution Center Management,Dedicated Contract Carriage",Marketing Campaign,17.694902413755813,59.41231942466936,3,False,False,False,0.0
LEAD-20342,Prospect_342,Consumer Goods,Small,West,2215517.793720742,Competitor A,Supply Chain Solutions,Referral,51.83803366992286,13.94490917544128,3,True,True,False,0.0
LEAD-20343,Prospect_343,Food & Beverage,Medium,Northeast,8473881.592674538,Multiple,"Freight Management,Dedicated Contract Carriage",Referral,6.463574224757286,2.1550848438646235,7,True,False,False,0.0
LEAD-20344,Prospect_344,Food & Beverage,Medium,Southeast,4360553.880985606,Competitor A,"Transportation Management,Dedicated Contract Carriage",Referral,35.70539292772211,26.015393713877422,5,True,False,False,0.0
LEAD-20345,Prospect_345,Consumer Goods,Small,West,656762.302809666,Competitor A,"Supply Chain Solutions,Dedicated Contract Carriage",Cold Call,21.639870545909957,73.17772663103705,3,True,True,False,0.0
LEAD-20346,Prospect_346,Automotive,Small,West,1374635.0282706926,Competitor A,Fleet Maintenance,Marketing Campaign,43.126926006522666,8.22397640431886,2,True,True,False,0.0
LEAD-20347,Prospect_347,Manufacturing,Medium,Northwest,15078606.147022594,In-house,Fleet Maintenance,Website,49.26554474149099,31.93720754608715,4,True,True,False,0.0
LEAD-20348,Prospect_348,Automotive,Medium,Northeast,34390469.56214639,Multiple,"Fleet Maintenance,Freight Management,Distribution Center Management",Cold Call,8.377191222212657,25.4973634340901,5,True,False,False,0.0
LEAD-20349,Prospect_349,Retail,Medium,Northwest,1034181.0449429549,None,"Fleet Maintenance,Freight Management,Distribution Center Management",Cold Call,45.8719686870697,120.34905016881521,8,False,False,False,0.0
LEAD-20350,Prospect_350,Consumer Goods,Medium,West,6671462.104119277,None,"Transportation Management,Supply Chain Solutions,Fleet Maintenance",Marketing Campaign,51.8935473000107,119.914311501038,4,True,False,False,0.0
LEAD-20351,Prospect_351,Retail,Small,Northwest,1015317.9453604094,Competitor A,"Supply Chain Solutions,Dedicated Contract Carriage",Website,20.061453477663267,10.783078640760706,5,False,True,False,0.0
LEAD-20352,Prospect_352,E-commerce,Large,Southwest,146474250.28316435,Competitor A,"Supply Chain Solutions,Distribution Center Management",Marketing Campaign,31.599955365378257,30.20832214335959,4,True,False,False,0.0
LEAD-20353,Prospect_353,Technology,Large,Northwest,132305055.10017607,In-house,Fleet Maintenance,Marketing Campaign,18.646483409358417,103.62793854499057,7,False,False,True,1789808.7779929133
LEAD-20354,Prospect_354,Automotive,Enterprise,Northwest,418699303.1005199,None,"Supply Chain Solutions,Transportation Management,Dedicated Contract Carriage",Referral,35.838096717760365,12.767803686829247,4,True,False,False,0.0
LEAD-20355,Prospect_355,Technology,Small,West,8613448.687895246,Competitor A,Dedicated Contract Carriage,Trade Show,26.693865426727072,10.925424398526141,5,True,True,False,0.0
LEAD-20356,Prospect_356,Technology,Medium,West,2913165.5572389807,Competitor A,"Transportation Management,Fleet Maintenance",Cold Call,38.422943869032586,51.3431089538208,6,True,False,False,0.0
LEAD-20357,Prospect_357,Automotive,Medium,West,2662505.439890038,Competitor A,Distribution Center Management,Cold Call,69.76014699753968,94.2815746309924,4,True,True,False,0.0
LEAD-20358,Prospect_358,Healthcare,Small,Midwest,2777274.1671970324,None,"Distribution Center Management,Transportation Management,Supply Chain Solutions",Marketing Campaign,15.892653558599653,19.121797989168392,3,False,True,True,15785.732212570623
LEAD-20359,Prospect_359,Automotive,Medium,Northwest,14375859.164276311,Multiple,"Fleet Maintenance,Transportation Management,Distribution Center Management",Marketing Campaign,12.384402740188937,114.64961867746565,3,True,False,False,0.0
LEAD-20360,Prospect_360,Technology,Medium,Midwest,9155625.168729484,Multiple,"Distribution Center Management,Dedicated Contract Carriage",Trade Show,45.63074715791482,29.19675124263633,1,False,False,False,0.0
LEAD-20361,Prospect_361,Automotive,Medium,Southeast,3760986.210918459,None,"Transportation Management,Distribution Center Management,Dedicated Contract Carriage",Marketing Campaign,50.744086737214424,34.58072826022753,6,False,False,True,53898.93206386154
LEAD-20362,Prospect_362,Food & Beverage,Medium,Southeast,26268032.610913232,Competitor A,Fleet Maintenance,Referral,50.35975172608077,134.0091667853296,6,True,True,False,0.0
LEAD-20363,Prospect_363,Consumer Goods,Small,Midwest,887258.4701777652,None,Distribution Center Management,Cold Call,50.74392301075312,44.216897193213626,5,True,False,False,0.0
LEAD-20364,Prospect_364,Automotive,Medium,Northwest,32725629.531604826,Multiple,"Transportation Management,Dedicated Contract Carriage",Website,18.21643296060975,108.23915286092038,8,False,False,False,0.0
LEAD-20365,Prospect_365,Consumer Goods,Enterprise,Southwest,1290682114.174074,In-house,"Distribution Center Management,Transportation Management,Freight Management",Referral,37.68538731304945,153.38018011341495,3,True,True,False,0.0
LEAD-20366,Prospect_366,Consumer Goods,Medium,Northeast,10604878.339207025,None,"Fleet Maintenance,Freight Management,Supply Chain Solutions",Trade Show,25.809639808292467,14.817545574278672,7,True,False,False,0.0
LEAD-20367,Prospect_367,Technology,Medium,Northwest,14878117.846872833,None,"Fleet Maintenance,Supply Chain Solutions,Transportation Management",Referral,52.13917081667279,38.3154815004778,4,True,False,False,0.0
LEAD-20368,Prospect_368,Technology,Medium,Southeast,13076239.720456824,Competitor B,Freight Management,Referral,31.170763718228805,24.72911651064129,7,True,True,False,0.0
LEAD-20369,Prospect_369,Retail,Large,Southeast,83962711.37532897,Competitor A,"Dedicated Contract Carriage,Fleet Maintenance",Cold Call,37.19781403426625,52.82944263691676,6,False,False,False,0.0
LEAD-20370,Prospect_370,Automotive,Medium,Southeast,1290450.828182985,Competitor B,"Dedicated Contract Carriage,Fleet Maintenance",Marketing Campaign,57.32627650346562,84.68090936202137,8,True,True,False,0.0
LEAD-20371,Prospect_371,Consumer Goods,Medium,Southeast,2804217.680295845,Multiple,Distribution Center Management,Referral,45.57810282438379,17.352639443295246,8,False,False,False,0.0
LEAD-20372,Prospect_372,E-commerce,Large,Midwest,46160808.46646341,Multiple,"Dedicated Contract Carriage,Freight Management,Transportation Management",Website,71.17482679286901,9.855737325415086,7,False,True,False,0.0
LEAD-20373,Prospect_373,Food & Beverage,Small,Midwest,2523470.7845031708,Competitor B,Freight Management,Website,10.293583148361185,0.01891120345703355,6,True,True,False,0.0
LEAD-20374,Prospect_374,Manufacturing,Medium,West,6937722.584872303,In-house,Distribution Center Management,Referral,29.102767972964443,35.359713453133985,2,True,True,True,46660.40105682788
