warehouse_id,date,region,throughput_units,labor_hours,inventory_accuracy,order_fill_rate,dock_utilization,cost_per_unit
WH-SO-2,2024-05-17,Southeast,3558,258.9880625421549,98.65761952931274,91.45423859620682,48.687012907173056,3.1232827551772346
WH-MI-2,2024-06-27,Midwest,2808,160.83164728281196,92.10634733079081,92.8886607986534,66.16178308030143,3.8464747999805424
WH-SO-3,2024-07-13,Southeast,4542,202.89757796570413,95.20789862432311,94.70952465618578,49.31712604382945,2.6587121148969484
WH-NO-3,2024-02-11,Northeast,7263,237.71530840804877,89.54020124341162,87.98130380929148,78.64845033962669,1.529923978830972
WH-MI-1,2024-08-26,Midwest,4236,148.12643800028195,93.40241689377908,91.42498895849766,70.18878194958828,2.288801461465871
WH-MI-2,2024-02-23,Midwest,3639,69.27192568587606,99.27960253764213,97.42167597337111,69.64549788266079,2.043417406317302
WH-NO-4,2023-07-29,Northeast,4527,261.96489175221143,95.10805199294659,97.46095890912517,62.471525000835996,4.149585070843013
WH-SO-5,2024-12-27,Southeast,5100,144.89643019634536,87.0218480532796,81.16054371880657,72.62197906690866,3.702145613449699
WH-NO-5,2024-03-18,Northeast,5289,211.92262862580435,96.30283053797538,95.54041484998342,43.832683449591855,2.587914005192076
WH-NO-3,2023-02-20,Northeast,8064,290.13104462574574,96.87400509840768,99.15153302907036,81.97508829043622,3.2544444520399027
WH-WE-5,2024-01-31,West,8094,147.16405117278697,96.63444780961953,96.47597807011232,79.77212212619132,2.3685428993737525
WH-SO-1,2023-09-20,Southeast,4483,96.6888932829067,99.35773898793971,98.87599460727975,77.12536309670098,3.7587773764303156
WH-NO-3,2023-03-01,Northeast,3947,146.80478955016704,99.86421852206445,83.08472675478043,61.29677113855245,2.8714988504914523
WH-NO-4,2024-11-15,Northeast,2635,192.40170153232955,99.31728271022075,88.49113077422098,73.12995820511671,1.5542465571855426
WH-WE-4,2024-12-05,West,4124,196.84773556053642,89.0962456956387,78.1750159987099,55.65587481972294,3.3231957388259357
WH-SO-4,2023-03-07,Southeast,9305,282.3984034372568,99.41694130064181,90.67733011751008,80.95393389968626,2.258508240905448
WH-NO-3,2024-09-02,Northeast,2727,88.02734529596599,95.61781587228175,84.66205888756055,60.54649238827974,2.800294592045886
WH-NO-2,2023-08-08,Northeast,3139,282.74803339617,98.72795965385684,98.22243675469734,71.89177916914619,3.8093886793520246
WH-NO-2,2024-11-10,Northeast,2845,151.83039676111895,94.1158671859073,95.98022032991234,65.62905026302167,2.0426024974066808
WH-MI-3,2024-12-20,Midwest,5651,186.1904649945343,94.46515152052395,91.2841112136572,63.56904078710696,2.51515869713224
WH-SO-4,2024-08-25,Southeast,2580,335.0841025426115,98.07549021894897,97.06243901480521,67.97075181290845,3.1688269604984525
WH-SO-4,2023-02-08,Southeast,5131,293.70221003186384,87.36460642532225,77.08796819042772,62.47768827139356,2.2598350010045767
WH-SO-1,2023-01-17,Southeast,7442,232.6525267306559,97.17102363801607,83.44662201685259,67.30201886108146,1.516636210772881
WH-NO-5,2023-03-26,Northeast,6692,281.32496552240235,98.87351221083435,88.5204580585411,33.21883570279018,3.317050885982093
WH-MI-4,2024-10-11,Midwest,5009,225.92177716975067,99.46848322464174,87.48016639716295,70.85119560531139,2.161507067633155
WH-WE-1,2024-03-21,West,8119,264.21856781777547,99.62598512795678,86.84861246271622,83.61506821343416,2.368132715368217
WH-WE-2,2023-04-10,West,5268,268.52898135069654,94.7036879564004,73.08599787671899,88.34112128265441,3.934873610329678
WH-NO-2,2024-07-25,Northeast,3082,238.2602037358846,87.36993054215418,95.93873138947163,70.26481718019097,3.3681463931716022
WH-WE-1,2024-04-15,West,9128,210.14423733485788,99.65158120567718,82.62665391379963,73.87311677677448,3.787095668827084
WH-NO-2,2023-03-27,Northeast,8320,188.91897844982523,97.58124114259817,87.61268908147132,57.28953417227658,2.806093081441699
WH-MI-1,2023-10-06,Midwest,995,245.02046108542754,81.85208732495494,70.70124155813306,87.56115696972714,1.7299671025082408
WH-MI-2,2024-01-07,Midwest,8488,134.3239485961425,92.19386978400475,83.76796631760058,81.83478833154835,2.8376352731715966
WH-SO-5,2023-03-31,Southeast,6086,216.44222279373437,99.09950505118194,79.26687010352252,49.595896035858075,2.8636580726916563
WH-SO-1,2023-11-08,Southeast,5564,185.31486385387993,99.10551257203872,84.79369938290682,79.64160724034181,3.657605826277651
WH-NO-4,2024-08-29,Northeast,4272,200.32316285067037,97.9327240357218,99.88732681206152,78.36749698746632,2.9917596605984436
WH-SO-2,2023-01-27,Southeast,6695,232.18696635910547,97.42360380158324,87.37765325539799,71.03367469592516,3.7886378189635006
WH-WE-5,2023-12-09,West,5839,157.12827215294087,96.36568765203982,90.62141786439128,70.2159154169885,1.7339474518425815
WH-MI-1,2023-02-11,Midwest,5973,221.24773743243765,99.70062101439788,64.75161844778732,64.88569185784006,1.8797613370166704
WH-SO-4,2024-08-10,Southeast,3813,266.5851849998553,97.42074130756431,77.96619430996408,65.95690420366596,1.6131749486904936
WH-SO-4,2024-02-03,Southeast,6985,202.14530803680873,96.91776264257098,97.2788445034108,90.82213412733068,3.177671506460608
WH-NO-4,2024-04-22,Northeast,6537,197.48644859026402,99.9901061173024,91.76544486893202,31.081913356884005,2.4196632836797263
WH-NO-2,2023-07-31,Northeast,4761,362.0904711493395,94.3752894531752,91.97878383395035,70.75354125493013,2.9229187932474754
WH-NO-5,2024-05-07,Northeast,10124,239.10551760873344,97.06120053092121,93.64809161534784,61.38223116865357,3.6804953100713433
WH-NO-4,2023-09-07,Northeast,5122,248.77424742580513,98.79680329408451,83.32219653918213,77.31484856819874,2.1028950583468005
WH-MI-3,2024-10-11,Midwest,2822,199.41788738147926,96.69252990655647,90.65224155545762,57.69789508549735,3.6206916938444684
WH-MI-2,2023-02-11,Midwest,10042,282.1198975675459,96.64932642914755,89.92124674677522,66.17645922022562,2.044801089923605
WH-SO-1,2024-12-25,Southeast,3921,177.566025065975,90.70745226125919,92.74810061728225,77.25365630524729,3.7565844238816517
WH-NO-1,2023-06-11,Northeast,6051,278.2790085864799,96.44472208717124,99.00264204326994,82.70808271048142,2.0842798323247127
WH-WE-3,2024-06-20,West,6569,229.3352135272308,94.8779293754573,86.19718506244122,62.619692440815534,2.3714722790104465
WH-MI-1,2024-09-21,Midwest,4842,193.24920798812133,90.55335074069494,84.38532187286299,57.01473348752833,3.992565570644146
WH-NO-1,2023-07-15,Northeast,6113,222.50196288254614,98.35866580008047,93.4738891909552,87.4413946568326,3.8102399458025826
WH-SO-2,2024-01-07,Southeast,6331,171.36472872189327,96.5899460934921,92.34869974790121,41.87711753250958,2.751673296608007
WH-WE-1,2023-10-12,West,3638,217.68743628487954,94.08683369674982,92.11248390807472,50.19412924401265,3.1935940073375138
WH-MI-3,2024-09-21,Midwest,3638,240.83687081272473,96.88055243564023,75.6363042149867,75.58456232655143,4.422516527052943
WH-NO-2,2023-02-25,Northeast,3675,105.6273968289026,98.67732815687366,81.42706988019769,56.46895928734865,4.387087214203573
WH-NO-2,2024-06-18,Northeast,5445,195.12175763634522,92.32480497209747,92.5673416554147,45.93088192007264,3.112974918910231
WH-WE-4,2024-10-29,West,3904,281.2012333029214,99.21582579927924,86.64797001797814,72.63363879128316,2.000486368756948
WH-NO-4,2024-05-02,Northeast,8976,192.0356500911984,89.80365948948881,97.34470814054575,48.900599292865216,2.530843666433376
WH-SO-5,2024-02-24,Southeast,8197,196.13896743029755,95.92937590008363,88.11973063252697,35.64565361431501,1.6104374373636856
WH-SO-4,2023-01-07,Southeast,4260,80.89915041977773,99.7556496783319,86.99961161081808,55.055893654355415,2.891665041013599
WH-MI-4,2023-03-13,Midwest,7461,144.16395284134128,98.72514861397714,80.2878107286712,65.86767475217997,1.817623549147397
WH-SO-1,2024-10-25,Southeast,5074,232.73587367891355,97.09030855263066,58.57049973142537,63.470330121513086,1.874872425492395
WH-MI-1,2023-12-29,Midwest,5180,225.04795202935478,94.0752962502344,84.88374699249552,74.87839859839151,1.8157287170075211
WH-SO-5,2023-06-11,Southeast,5555,153.7315145455343,99.238023008555,94.79296235086852,84.68846500874058,2.427215852808682
WH-SO-4,2023-07-17,Southeast,5480,221.08338194095865,99.03224294042118,82.87280389021169,84.22634995145154,3.121027072212321
WH-NO-4,2024-12-28,Northeast,3178,210.1365975586884,86.22562941023371,92.0741217464306,89.84382695672592,2.3154543766427036
WH-NO-2,2024-07-20,Northeast,6139,268.48748340420207,92.30651279841665,83.258941420728,26.012933299829104,3.7561456379708473
WH-MI-5,2024-09-25,Midwest,2239,170.2307210477921,98.52716248663374,95.7500863511635,69.08609791411216,2.4235098648785645
WH-SO-1,2024-12-19,Southeast,3884,175.00581484551068,96.47922058066942,88.35469269395045,91.67993635222558,2.686510370931649
WH-SO-4,2023-09-14,Southeast,2456,282.85335966365926,94.25028786270452,78.73750971802139,52.12520428627943,4.245176929709464
WH-SO-1,2024-02-17,Southeast,8886,222.06067610736437,96.19944018053627,90.66775134604289,65.69881053697128,3.8303004257940807
WH-WE-3,2024-09-10,West,3951,167.29923155314515,95.40714236201624,94.27899999325777,82.94893255868764,3.748012072275485
WH-SO-2,2024-11-27,Southeast,5092,208.04333771511776,98.2850822390141,78.78775293274579,66.76071728099109,2.6854795979732846
WH-NO-3,2023-10-17,Northeast,2665,174.05505581436063,97.1791589218982,85.80037404230883,55.09554585528702,3.4753861199096816
WH-NO-1,2023-12-06,Northeast,5858,122.11000400872508,97.7087906340989,97.25183573810472,58.24610723317256,3.7538267555764464
WH-WE-5,2024-08-06,West,4804,196.45977462192621,98.20411852649133,93.269974305727,82.11815553618426,1.8035343663258714
WH-SO-3,2024-11-21,Southeast,2734,274.74288487439276,96.9272123042198,97.90409229863639,65.19013114670764,3.3324397108625994
WH-NO-1,2023-08-03,Northeast,2365,214.0394183306564,99.49591399333201,96.19852269184483,41.38998918304051,1.7357891060927957
WH-SO-1,2023-05-05,Southeast,5612,236.53927407177872,82.85516834163506,83.55852951807614,82.89917989025686,2.4007643712878224
WH-SO-3,2024-07-19,Southeast,4132,221.62349229211392,99.6228904320806,74.27842720077894,61.23920046011408,1.89100830728339
WH-SO-2,2024-05-21,Southeast,5017,166.63113192761296,94.77653552208075,88.76285910003384,62.69042749775182,1.5472750747563038
WH-MI-3,2023-01-11,Midwest,5564,184.35846290316633,98.91401164174773,96.92710134847003,55.36970985634964,4.376317125394591
WH-MI-1,2024-08-08,Midwest,5687,183.27291893858032,97.47590273327434,90.61523194795313,74.43026748424671,3.433429901797716
WH-SO-4,2024-06-12,Southeast,5914,127.07662059637458,98.07087004159159,95.05171902375963,68.95147178586608,3.4929942685016875
WH-SO-1,2024-05-17,Southeast,3748,163.26888134600802,95.11082000793985,86.40786409339432,87.6673444829724,4.4865912946950335
WH-SO-1,2024-04-22,Southeast,3888,99.62738291782942,98.2797309533031,74.92274760233553,44.25923809084931,4.1675027548070105
WH-NO-4,2023-03-18,Northeast,8875,235.19075336253934,97.74406504109756,74.53415386388039,90.64547521878973,4.221768624710363
WH-WE-4,2023-02-17,West,5899,243.92841291040781,95.93794415813717,95.29385633671724,48.975045138258125,1.6306610150711724
WH-SO-4,2024-08-04,Southeast,5719,235.51657147074195,93.68398622761987,81.8112859720381,85.42650936920572,1.7901837348324436
WH-MI-2,2024-09-22,Midwest,3339,175.33567212038272,94.42401377718245,73.78317346184849,75.74024242829218,1.7908324732043392
WH-MI-2,2023-07-09,Midwest,5595,173.3133691264252,92.0605904882096,94.90771195197964,48.94141584755525,2.531770132275039
WH-NO-5,2023-06-23,Northeast,5734,285.4308843025634,99.66112287074034,81.35176395198266,60.527218707349626,3.2916892787261567
WH-NO-4,2023-08-20,Northeast,2888,168.79873552875003,96.69075215924389,84.24550692100077,47.79440654087529,1.9780993029966831
WH-WE-5,2024-07-29,West,3300,262.9066820985439,98.43347849137439,91.20014842647993,54.27775800288496,3.1317857183791493
WH-SO-1,2023-09-17,Southeast,3906,148.34456104415082,86.35131326529094,82.08343189690471,60.207624577749876,3.543012651497638
WH-SO-3,2023-03-10,Southeast,4529,277.3884373371967,98.08424566891944,95.26261552108623,58.087582393140515,1.9398498655416727
WH-MI-2,2023-04-05,Midwest,6498,180.9342519624051,97.67189643037021,73.76578853708334,72.7381719055264,3.232313141353662
WH-NO-4,2024-05-12,Northeast,3302,166.57966019318957,95.31112678601286,94.0226254968511,76.5190344374677,3.149441685061138
WH-WE-4,2024-12-03,West,724,154.66646077075896,90.25809888926662,98.58790790348483,75.61982721443611,2.59713027734318
WH-WE-3,2023-06-02,West,4065,229.5760546194582,96.11737977808006,89.3611208565395,71.56662923193157,2.726109694676263
WH-NO-3,2023-01-23,Northeast,5229,227.9065741046759,99.02046729998372,82.7729742503373,51.97934670333857,2.5645974552293036
WH-SO-4,2024-01-07,Southeast,4418,296.6027941132572,97.07737891652235,96.79321388562815,64.87418901443908,4.249432842358605
WH-SO-3,2023-04-06,Southeast,8488,283.7217006214464,93.01657212152892,69.0399073074808,84.46354269405198,2.3336212186172762
WH-NO-5,2024-06-03,Northeast,4778,202.13953400935634,97.0651809063867,78.56601195449231,50.73980391015922,2.3882586962270556
WH-NO-4,2024-05-19,Northeast,5844,206.77822063389186,98.50941574789776,71.71217523055137,50.02563237904939,3.102533874548398
WH-SO-4,2024-10-26,Southeast,2541,190.90114316171105,98.64516411337866,98.81804532431744,87.29146603528824,3.314988056077376
WH-SO-4,2024-02-08,Southeast,7063,101.59059094248674,95.56290000345582,85.24490488213988,67.42003667537469,3.015559015668333
WH-SO-5,2023-06-10,Southeast,6249,188.76682357545752,99.40902122249912,68.3167315803142,80.47178926010015,2.765875911977645
WH-NO-4,2024-07-01,Northeast,6720,315.1997086150826,99.60939577921842,94.90318597825299,70.06588679459287,3.4757203105089647
WH-SO-2,2024-03-17,Southeast,8424,191.27013374239957,93.67166844700921,81.8311025878294,57.269827523977554,3.285715562399115
WH-NO-5,2024-11-19,Northeast,2900,169.8338564008268,99.58090034084299,79.2713192839971,52.32634256922436,1.8134647724814381
WH-NO-1,2024-01-01,Northeast,7567,146.3680776301096,98.39059390143348,93.53782603247981,87.69564058403448,2.279982260338506
WH-MI-4,2023-05-06,Midwest,7432,155.1035849924477,97.05807083649661,95.01633268944937,66.56829739125212,4.1220434108971835
WH-SO-4,2023-07-21,Southeast,5575,201.00149801588682,97.48305218547648,80.74938985012878,70.50770000800607,3.8026348382524526
WH-NO-3,2024-02-01,Northeast,7136,194.6057701851854,94.97574739800248,92.59284734728749,34.8447904653517,3.2056371268576944
WH-MI-3,2024-10-11,Midwest,4516,180.3483324251994,97.49079249091584,82.75044455601025,71.48512722287533,1.789143498495053
WH-MI-3,2023-10-23,Midwest,3058,205.9614699153159,94.51249639020006,86.31761715051267,35.683202564418934,1.7504125277510096
WH-WE-2,2024-02-28,West,1794,282.2189938577023,99.65217674737396,88.8658211242721,68.46235648856099,4.2392934884036535
WH-NO-3,2023-03-20,Northeast,5156,195.68990438206788,97.96476035414288,85.18598264347766,39.47272698496665,1.72582257071005
WH-MI-5,2024-06-22,Midwest,4555,247.96272739485494,94.22629696189972,90.59315070920874,74.29129848581385,1.9611975502192969
WH-WE-1,2023-12-02,West,4163,203.52020182201875,99.93871615932648,80.86840506893398,54.611930465445255,1.7569020627963572
WH-NO-4,2024-11-09,Northeast,4083,203.1362797888242,98.47751817142357,90.74711173202364,52.954129678211835,1.5323012097633513
WH-SO-2,2023-07-28,Southeast,5290,203.40057459660395,95.53731586471118,92.20506832018651,82.24447403510857,2.6657170322586454
WH-NO-1,2023-01-21,Northeast,4970,186.06434197950193,98.81657715066422,86.24055451707291,91.59761946350746,3.9130248236769787
WH-NO-2,2023-06-28,Northeast,4871,142.59428405898421,92.10266543072295,88.4409170642984,57.84864404060641,1.7246304631708698
WH-MI-2,2024-08-22,Midwest,3029,129.71201713624342,99.94064509359595,85.55838711812262,66.87909564708974,3.6083371507978
WH-WE-2,2023-03-03,West,6989,280.16914523174125,87.52310074280842,87.51744473645364,43.133793797604625,1.8912904475464434
WH-NO-3,2023-02-07,Northeast,5562,164.33744848752275,98.66321615221963,85.75705119485175,59.84911893304449,2.1205088052251617
WH-SO-3,2023-11-09,Southeast,5519,185.25574554622446,97.08357591533121,84.9390313711841,58.39024273663986,4.362040650658711
WH-SO-2,2024-05-24,Southeast,5939,158.2163435021054,98.8566678888428,88.16452249494886,67.57314866613781,3.389666655013059
WH-SO-2,2024-12-06,Southeast,5267,126.64617944462881,99.89061414332411,90.87995125690284,69.05521869932515,1.8483750487895207
WH-NO-5,2023-03-20,Northeast,8430,237.73881378714663,96.85011593790612,88.29669114617647,66.54767719685988,2.079627334728906
WH-NO-3,2024-08-21,Northeast,2074,182.77635135530846,99.08445150547306,97.14998278416464,87.8970483648931,1.7136804497906986
WH-WE-1,2023-04-29,West,7128,233.42887711328666,94.49241518392364,80.66368568095149,52.91890353927027,1.934692298458514
WH-WE-2,2023-02-26,West,5784,240.48612198135942,88.24453413931712,92.78055470257667,43.08075139777875,1.9405028949992706
WH-SO-2,2024-02-18,Southeast,9205,218.71563773712984,89.69713544753222,90.07796422688882,72.62092746915147,3.5978276316813522
WH-NO-3,2024-04-14,Northeast,9170,117.17087988228984,90.37368153561536,86.50099476082268,92.40137695105585,1.9592179832775476
WH-SO-3,2023-08-16,Southeast,3168,212.2767172117068,98.29943732504258,93.76436719136726,77.97738435668893,2.6325187029709833
WH-NO-4,2023-10-11,Northeast,3265,276.8874040046969,92.64534313016287,83.73287169179072,42.104599153554844,3.7757775410498806
WH-SO-4,2024-06-16,Southeast,5800,119.73963519365131,98.6448425713603,58.56327053731262,63.24920522265255,3.3052246653350346
WH-SO-4,2024-03-26,Southeast,3497,151.06455340529652,95.72501589317334,94.04695218271921,80.95284870629631,2.5996555820598837
WH-NO-5,2023-07-24,Northeast,5477,163.72027727047592,91.6542427314167,87.14627046089643,78.67026301400614,3.299204083338856
WH-SO-2,2023-02-26,Southeast,9279,240.06209827485156,99.31425221437622,79.41301003559677,45.614496722382825,4.2294363398163295
WH-NO-2,2023-07-15,Northeast,4542,213.77438080270204,98.18224057570059,97.11596339016906,66.01051640567061,3.799763688533856
WH-MI-2,2023-12-18,Midwest,6092,246.28714026490258,99.9665805692318,76.53694917841186,47.2691513123483,4.1275326216643435
WH-NO-1,2024-12-22,Northeast,3485,190.5654366416892,89.57252627478927,98.74729091707236,67.27707794714904,4.4664442738744246
WH-MI-3,2023-04-10,Midwest,6932,215.97849254973625,88.04747497587894,83.62842042449537,66.68945562273821,2.8649126636768263
WH-WE-5,2024-12-25,West,5533,313.99520770172506,99.3912777965589,96.82315835392524,63.04354071563959,3.9342160562378155
WH-NO-4,2023-09-20,Northeast,3560,220.14230942640214,94.74233536855975,96.91126574673106,72.0482539660292,4.459769500675749
WH-MI-3,2024-10-12,Midwest,3015,148.11617247816832,99.65392229714583,92.26365900984655,61.72470724988871,2.3488588220102735
WH-MI-2,2023-02-17,Midwest,4473,276.2294937892639,99.91526938544234,99.29116482369831,65.44077423702655,2.789054285531874
WH-NO-1,2024-09-22,Northeast,2661,200.00927528008617,91.54188258018124,86.29657742193943,52.45794195813497,3.7222911803765175
WH-SO-3,2024-09-13,Southeast,3578,175.81217479481273,99.6464078011213,94.80587754861455,66.91628441028337,2.777496896930634
WH-WE-1,2024-07-27,West,5750,240.25288648788705,77.38095528884253,97.28263920152384,57.52470259206629,4.346638948513679
WH-SO-2,2023-12-13,Southeast,3249,183.05047837187269,93.92989721076692,84.20886345659223,58.6431373865655,2.618456027769916
WH-WE-5,2023-07-24,West,5073,232.5326942779261,99.44402594643867,74.92058307463054,51.370340003792215,3.82206095894952
WH-SO-3,2024-07-21,Southeast,6455,258.02838934424653,98.18610080873745,95.2495775863474,77.48742514615049,2.3817538582399456
WH-NO-2,2024-09-24,Northeast,3268,252.12325210594344,95.22157396048327,93.16570533486781,81.72181187897257,1.9192758365162637
WH-NO-4,2024-02-07,Northeast,5519,194.48057171052486,99.95156727222056,88.48938452950806,41.91390777211376,1.817859904916982
WH-NO-5,2023-01-27,Northeast,4176,126.86437714345908,95.33353732220857,74.26458503270997,68.6216054577929,2.5194399117265665
WH-WE-4,2023-01-23,West,7265,138.09715254853674,89.81122328182418,86.26700080674397,58.0575844662072,3.3219678922609996
WH-SO-4,2023-05-17,Southeast,6444,187.71626933115036,95.83154308759232,92.64370061070136,71.71378364557286,2.020422769919638
WH-SO-1,2023-02-08,Southeast,8686,196.53843039833168,92.43886039506559,86.57770951045343,45.387562975596204,1.619649429579395
WH-WE-1,2024-05-19,West,3978,226.77698880731813,85.62901879626496,81.61803002521437,62.88578391485882,3.057567812992322
WH-SO-4,2023-11-11,Southeast,1117,242.42722329014566,95.40437613723957,88.32442662084287,80.35399081890665,3.876923877076017
WH-NO-3,2024-09-23,Northeast,4191,200.41499278234895,84.74252216390374,82.86928358189168,47.270546420664694,1.5536145362947307
WH-SO-5,2024-11-30,Southeast,4224,201.78822181859482,91.04614974825034,87.90236607631823,85.04927934933364,4.287895415449654
WH-SO-3,2023-09-04,Southeast,4303,177.87285723301122,94.87168410043544,82.39021804754177,62.93284591683609,3.661606555579397
WH-NO-3,2024-07-17,Northeast,4385,232.6763135999742,94.12704179433644,92.36906757429605,44.714175752208924,4.217359924154216
WH-WE-4,2024-04-13,West,8481,238.83789789733902,98.02779360676578,91.29910073468666,74.93549820341447,3.915650287069446
WH-SO-3,2024-06-23,Southeast,4178,202.09766682865404,99.39717426916478,93.97359183295293,65.42591232982132,2.6789475739764574
WH-SO-2,2024-11-10,Southeast,2140,187.16737867074733,95.49605868873732,82.70405016666487,59.19303932059792,1.6447315513274468
WH-NO-1,2024-06-13,Northeast,5218,191.60725177854079,93.09727891658765,91.3491430315018,68.02391878370462,2.028838795883556
WH-SO-2,2023-11-07,Southeast,4678,149.61325818940475,99.84878168499795,89.62204666420945,62.94544145802752,4.305142299422027
WH-SO-2,2023-01-04,Southeast,4209,224.3061550516472,80.63049863715803,89.57907118406172,63.379426810383265,1.6836830482543672
WH-MI-3,2023-06-24,Midwest,5397,308.6954659278267,91.42169868744534,73.09598707045471,60.64840011486873,4.049673508782348
WH-MI-4,2023-08-31,Midwest,2478,243.81952738078564,92.2597349874641,96.99522400495349,79.1011427997242,4.385769162263027
WH-MI-1,2024-07-19,Midwest,4665,137.00848706284012,98.95178955278254,94.75265434829281,56.04380783332381,2.739593531612542
WH-SO-5,2023-01-29,Southeast,3757,156.99702934666686,96.7278275506825,96.03254283000102,74.25987864012406,1.6042653175299446
WH-NO-2,2023-07-12,Northeast,2811,261.9314316474793,99.00791935614957,93.69604461310044,78.81121635683714,1.936807564283127
WH-SO-3,2024-07-15,Southeast,4902,216.39347252209413,99.57943130252639,66.11463717728198,77.12947029447496,2.961329090655105
WH-MI-1,2024-02-25,Midwest,6400,157.80611879994137,94.59196562850771,94.15614071823263,81.01609484492663,1.5543284386873164
WH-NO-4,2024-02-07,Northeast,3862,164.96112307210848,98.96965393323491,96.4977189101867,51.47110429188393,3.9344288192704147
WH-MI-1,2023-03-22,Midwest,4352,85.02890344946807,96.97040242784128,81.8816245591196,53.22802716693275,1.8270977745668395
WH-WE-1,2023-07-18,West,3318,133.5830099892285,99.46557932616096,91.51065116757742,66.72432997620265,2.6199630447162603
WH-NO-5,2023-05-19,Northeast,6964,248.01191022964832,96.4304689216249,88.23544119224064,73.09049987412408,3.214248188158983
WH-SO-4,2023-10-06,Southeast,3841,212.04657336758228,92.3340063405227,86.58840993300764,53.71535270882796,2.2983221893589674
WH-WE-2,2024-01-11,West,5822,146.6073527330281,98.26731067640986,86.57134724997884,60.808002696877075,2.997567102098014
WH-NO-1,2023-05-04,Northeast,5344,233.73049848219398,91.61885957734627,95.41359252656196,62.06899617467243,3.378556619610024
WH-NO-3,2023-02-02,Northeast,6751,155.14508593836453,96.36540061793988,88.1717810155454,59.36649633559104,3.2095421014879655
WH-NO-1,2023-09-18,Northeast,3929,139.04783292837624,97.17011682268205,89.34654901407124,59.127162353410355,2.1583930742903954
WH-NO-1,2024-10-17,Northeast,4259,181.11576990334052,96.22797091756675,70.31816771874426,44.22234390682836,2.9147968242468005
WH-NO-5,2024-07-12,Northeast,4733,218.28901640921345,99.90343072396642,96.36513380195817,58.61622174307479,3.3052926941808103
WH-WE-2,2023-12-01,West,6070,237.7303437888344,85.72869618460372,90.5200434443178,76.71901315945018,2.677386890586026
WH-NO-5,2024-06-21,Northeast,3962,172.052447007515,98.86188256628093,87.68317331793955,70.63893449511679,3.7439930961626526
WH-SO-2,2024-12-08,Southeast,3857,169.2509907018517,94.32191108128231,96.23599190731878,47.46043023864851,2.410715034275691
WH-SO-5,2024-03-11,Southeast,8553,80.32409557845197,95.83675425979314,80.37379830731693,74.69690216669443,2.6117386996333902
WH-NO-5,2023-03-14,Northeast,5538,158.92875217616736,96.92727272479574,74.54636790032382,49.951981630144154,3.1590544074666616
WH-MI-4,2024-11-02,Midwest,3657,159.18363290310236,91.28876884512658,93.86837897081485,73.21054783410081,4.254456041238717
WH-NO-2,2023-09-18,Northeast,3202,188.7545009231118,88.59684845811574,84.65087666187398,59.17875518506015,1.6547677277488215
WH-SO-3,2023-07-25,Southeast,4293,208.29353795003507,99.55736138268374,83.71942477045685,71.69035479962606,3.0175526662880303
WH-NO-4,2023-02-14,Northeast,4876,159.5936844406961,94.88071077394514,88.03474880854431,59.506274342106465,2.7552103851571115
WH-SO-1,2023-05-28,Southeast,2401,193.28622842645981,93.65455927735174,91.12960733773153,88.98922587690636,2.5494839068398107
WH-WE-3,2023-09-10,West,3176,187.67712290282728,98.96722933218204,94.08671824063623,62.4825360464912,2.1532777114610706
WH-NO-3,2023-01-06,Northeast,1543,164.99074271209014,96.71576329244476,95.40490588594218,63.05613707355865,3.344014140239926
WH-MI-1,2024-03-11,Midwest,5337,188.72163305880812,98.10387328352921,83.94254041387443,69.98876558041583,3.959532418871063
WH-SO-1,2023-09-01,Southeast,3694,171.71974177772844,90.01916119111412,92.9148723269548,79.21848108034995,3.5137630517670857
WH-SO-2,2024-11-19,Southeast,3902,323.1368473912824,86.90458034225973,88.18430806958898,91.52895772786212,3.039924555231245
WH-SO-5,2023-08-08,Southeast,5711,153.73189172220106,98.6246369837459,97.86693748282453,74.00606959355069,3.2098877354549544
WH-NO-3,2024-06-23,Northeast,5465,219.85101757341408,95.30183622168067,98.11340455715563,57.396430524673406,2.273634969697346
WH-SO-4,2023-02-23,Southeast,5328,151.3448818859959,96.80796558814116,86.06726021632073,98.1245874089192,2.7941193003272957
WH-WE-1,2024-07-15,West,3346,168.33590193604874,98.977904979671,92.57684046017285,65.70406216307559,2.891659009330219
WH-SO-4,2023-07-06,Southeast,6519,161.0563617015113,99.39521078495208,76.84977690482548,54.793680301789124,2.5702108848112983
WH-SO-3,2024-10-10,Southeast,4202,162.8062652432036,98.87278894558465,87.5157764283695,79.17626566211759,3.1033656167366246
WH-NO-5,2023-12-30,Northeast,7401,143.3274735287177,95.22519814035894,88.50033541466092,61.17408531814847,1.8546932884328933
WH-WE-4,2024-10-29,West,4777,226.53456743549575,99.80090664278912,79.2819276150271,74.37278876338037,3.9059319556135086
WH-SO-1,2024-03-03,Southeast,9118,196.49762201064527,99.744239474561,98.00764572137805,65.38428942056576,2.755707923727609
WH-SO-4,2024-11-20,Southeast,7128,282.44848308623926,98.40698627676758,80.22537979417544,60.48767176334127,1.9723327757673226
WH-MI-1,2024-07-12,Midwest,2489,155.1677806249738,89.67503919570309,83.74663790187653,73.57791563833253,2.159992866659118
WH-SO-3,2023-10-10,Southeast,4822,243.2525870317755,90.9654999603634,71.81630987167594,60.28519069034398,3.842448753436944
WH-SO-4,2023-01-25,Southeast,4297,271.8751141823059,98.59858889411967,68.65843642215202,89.52175240215371,3.044686850689367
