delivery_id,date,origin_region,destination_region,service_type,scheduled_time,actual_time,delay_minutes,weight_lbs,customer_id,driver_id,distance_miles,revenue,cost,on_time,profit_margin
DEL-1003204,2024-04-08,Southeast,West,FTL,2024-04-08 17:00:00,2024-04-08 16:48:00,-12,27166.548888897396,CUST-10042,DRV-432,40.687374915029636,1755.7943709209983,1177.6233522560428,True,0.3292931269404156
DEL-1003205,2023-06-06,Southeast,Southwest,LTL,2023-06-06 09:00:00,2023-06-06 09:03:00,3,176.2814884377833,CUST-10243,DRV-517,27.19435649652975,82.49377914507596,56.61778539168647,True,0.3136720613548716
DEL-1003206,2023-12-10,West,Southeast,LTL,2023-12-10 17:00:00,2023-12-10 17:20:00,20,1852.4836063972787,CUST-10134,DRV-290,29.69130785985952,175.66861390743904,122.95849826673201,False,0.3000542582323803
DEL-1003207,2024-07-28,Northwest,Northwest,FTL,2024-07-28 10:00:00,2024-07-28 09:48:00,-12,34826.97140616733,CUST-10013,DRV-339,646.1152159465081,675.6206595721563,556.2082728971703,True,0.17674472351186704
DEL-1003208,2023-05-09,Midwest,Northeast,White Glove,2023-05-09 17:00:00,2023-05-09 17:27:00,27,142.53569115988896,CUST-10063,DRV-577,156.62403746778992,181.99010844208928,126.4650703420908,False,0.30509920882687425
DEL-1003209,2023-07-20,Northwest,Southeast,LTL,2023-07-20 08:00:00,2023-07-20 07:21:00,-39,45.294715739924705,CUST-10068,DRV-883,184.08202631810357,1021.6288201210142,691.8817307511201,True,0.3227660407336931
DEL-1003210,2024-12-15,Northwest,West,FTL,2024-12-15 15:00:00,2024-12-15 16:56:00,116,39789.08111206093,CUST-10057,DRV-728,63.740625526192545,354.4932607010609,277.4936268087946,False,0.21721043085555009
DEL-1003211,2023-05-12,Southwest,Northwest,FTL,2023-05-12 18:00:00,2023-05-12 18:07:00,7,30877.36047561479,CUST-10014,DRV-422,147.6848958697156,367.14277923566135,309.15153771109175,True,0.15795283144421104
DEL-1003212,2024-12-04,Midwest,Southeast,FTL,2024-12-04 06:00:00,2024-12-04 06:13:00,13,38317.85731532327,CUST-10227,DRV-353,100.09675286947613,590.9391873728772,492.4914498467294,True,0.16659537839048097
DEL-1003213,2024-12-20,West,Southeast,Expedited,2024-12-20 17:00:00,2024-12-20 17:08:00,8,39.972229576338975,CUST-10026,DRV-177,467.90199421775327,246.65484291111622,186.46748011891157,True,0.24401451875766975
DEL-1003214,2023-04-21,West,Southwest,White Glove,2023-04-21 16:00:00,2023-04-21 16:04:00,4,136.98001438816794,CUST-10214,DRV-731,178.16671421664884,146.2281331776651,105.32769972534534,True,0.2797029036992923
DEL-1003215,2023-06-11,Northwest,Northeast,LTL,2023-06-11 14:00:00,2023-06-11 15:37:00,97,269.7875733597998,CUST-10260,DRV-201,518.5273757170519,1120.6988172740143,864.4014818335299,False,0.22869421426168857
DEL-1003216,2023-09-27,Northwest,Northwest,FTL,2023-09-27 14:00:00,2023-09-27 14:06:00,6,32100.302145594585,CUST-10301,DRV-991,306.19612415025006,244.4961607820954,176.0713387856052,True,0.2798605171451877
DEL-1003217,2023-05-31,Southwest,Southwest,Expedited,2023-05-31 18:00:00,2023-05-31 18:17:00,17,90.33023791127053,CUST-10328,DRV-260,237.97824349789352,233.14466027205728,160.43099077478874,False,0.31188219971419767
DEL-1003218,2023-10-16,Northeast,West,FTL,2023-10-16 07:00:00,2023-10-16 07:07:00,7,43958.64573641046,CUST-10303,DRV-480,71.47038243333112,120.89550742596461,81.95012112022165,True,0.3221408895578091
DEL-1003219,2024-10-14,Midwest,Midwest,LTL,2024-10-14 09:00:00,2024-10-14 09:18:00,18,7512.262562134285,CUST-10167,DRV-104,260.9978283246652,131.53013299880143,106.20587191103527,False,0.19253581297600397
DEL-1003220,2024-06-29,Midwest,West,FTL,2024-06-29 16:00:00,2024-06-29 16:28:00,28,30009.806096503016,CUST-10428,DRV-157,194.819967138216,192.22450645200357,147.58742747013696,False,0.2322132583704254
DEL-1003221,2023-12-24,Southeast,Northeast,FTL,2023-12-24 11:00:00,2023-12-24 11:09:00,9,36607.373179610135,CUST-10240,DRV-434,295.04086867963576,247.39006033438898,199.5750875918576,True,0.19327766312802325
DEL-1003222,2023-10-06,Southwest,Northeast,FTL,2023-10-06 18:00:00,2023-10-06 18:15:00,15,26767.76859630156,CUST-10119,DRV-281,560.1273229571179,468.2107768102635,329.16556635231694,True,0.2969714012249079
DEL-1003223,2024-07-14,Southwest,Southeast,LTL,2024-07-14 08:00:00,2024-07-14 08:05:00,5,118.38376159136025,CUST-10314,DRV-946,42.97324865822669,132.48397470008493,100.79595420879026,True,0.2391837998748867
DEL-1003224,2024-09-13,Midwest,Southwest,LTL,2024-09-13 12:00:00,2024-09-13 12:34:00,34,352.0697716393883,CUST-10238,DRV-473,274.2940019460329,684.4742438071718,460.0487418334836,False,0.32788012697949337
DEL-1003225,2023-12-01,West,Northwest,LTL,2023-12-01 13:00:00,2023-12-01 12:58:00,-2,190.50112915681024,CUST-10324,DRV-110,67.50269071192857,141.18005466580777,95.48716209102176,True,0.3236497725046732
DEL-1003226,2023-07-18,West,Northwest,Expedited,2023-07-18 06:00:00,2023-07-18 05:57:00,-3,1407.1617788544577,CUST-10253,DRV-511,693.5027807894509,86.90453921569824,59.335269244004714,True,0.31723624819258545
DEL-1003227,2023-08-09,Northwest,Northwest,White Glove,2023-08-09 07:00:00,2023-08-09 06:50:00,-10,105.66738741897751,CUST-10265,DRV-685,36.86721741730047,145.30980878240965,103.16035280198844,True,0.2900661444234422
DEL-1003228,2023-03-25,Northeast,Northwest,LTL,2023-03-25 15:00:00,2023-03-25 15:02:00,2,558.7298643124554,CUST-10203,DRV-416,142.6734945735188,292.0644928866078,207.8709601429146,True,0.28827034711261806
DEL-1003229,2023-08-10,Southwest,Northwest,FTL,2023-08-10 09:00:00,2023-08-10 08:49:00,-11,35105.59008135513,CUST-10303,DRV-893,154.961635944298,298.6946158899631,198.1644306205804,True,0.3365651067055634
DEL-1003230,2023-05-29,Northeast,Southwest,FTL,2023-05-29 11:00:00,2023-05-29 10:58:00,-2,41014.00171580042,CUST-10057,DRV-756,169.53576370158189,1672.6946134600441,1161.8125084819528,True,0.30542461299693474
DEL-1003231,2024-11-18,West,West,FTL,2024-11-18 12:00:00,2024-11-18 12:09:00,9,23863.349352729674,CUST-10004,DRV-466,192.89799918779082,101.72069866212699,86.1896825221098,True,0.15268294795737328
DEL-1003232,2023-02-21,West,Northwest,LTL,2023-02-21 06:00:00,2023-02-21 06:06:00,6,197.38622616065786,CUST-10038,DRV-114,126.75447747483155,1030.6663207316894,781.7846144405861,True,0.24147651018073193
DEL-1003233,2024-09-27,Southwest,Northwest,White Glove,2024-09-27 10:00:00,2024-09-27 10:20:00,20,153.83311395735083,CUST-10313,DRV-264,37.96127828004515,154.74052233273542,124.57158820682521,False,0.19496466517696354
DEL-1003234,2023-01-08,Southeast,West,FTL,2023-01-08 06:00:00,2023-01-08 05:56:00,-4,46540.85572454902,CUST-10301,DRV-925,236.0643133182178,889.4368773786936,661.9265570762925,True,0.25579141824308965
DEL-1003235,2024-08-28,Northwest,West,FTL,2024-08-28 19:00:00,2024-08-28 18:52:00,-8,39171.343263616116,CUST-10122,DRV-257,42.58796999088899,156.78528053087948,116.50636738900425,True,0.2569049403457369
DEL-1003236,2024-08-07,Midwest,Northwest,LTL,2024-08-07 08:00:00,2024-08-07 07:46:00,-14,109.42432828900712,CUST-10412,DRV-327,102.55929054124614,752.8273765788114,600.5109382217968,True,0.20232584931914868
DEL-1003237,2024-08-27,Southeast,Northwest,FTL,2024-08-27 19:00:00,2024-08-27 18:59:00,-1,35184.786132274734,CUST-10290,DRV-193,210.93757661359697,3573.4801754676137,2437.2692904835767,True,0.3179563980190141
DEL-1003238,2023-06-07,West,West,FTL,2023-06-07 15:00:00,2023-06-07 15:04:00,4,28954.69140048002,CUST-10457,DRV-127,229.69040553545432,451.2126280557458,302.6987967266204,True,0.3291437829855618
DEL-1003239,2023-09-20,Southeast,West,FTL,2023-09-20 14:00:00,2023-09-20 13:54:00,-6,40242.76388801324,CUST-10066,DRV-534,196.7986569227501,429.77260512409805,360.58543184263374,True,0.16098553620346814
DEL-1003240,2024-11-12,West,West,Expedited,2024-11-12 09:00:00,2024-11-12 11:06:00,126,285.14626718001557,CUST-10172,DRV-117,180.47574120203984,214.0086517531025,161.7895594348558,False,0.24400458528420071
DEL-1003241,2023-03-01,Northeast,Northwest,FTL,2023-03-01 07:00:00,2023-03-01 06:54:00,-6,31221.265103541406,CUST-10022,DRV-292,28.062379576993372,266.67758366933793,212.93181369884917,True,0.20153838665768722
DEL-1003242,2023-10-07,Southeast,West,LTL,2023-10-07 12:00:00,2023-10-07 12:20:00,20,408.98164284099886,CUST-10105,DRV-775,29.086001314048087,240.4384172457955,168.0836096823495,False,0.3009286468953882
DEL-1003243,2024-02-18,Southwest,Midwest,LTL,2024-02-18 11:00:00,2024-02-18 11:07:00,7,586.2403822328333,CUST-10330,DRV-529,35.598057752377656,262.43882543429277,175.8499854703768,True,0.3299391384663675
DEL-1003244,2023-10-16,Northeast,Midwest,LTL,2023-10-16 08:00:00,2023-10-16 08:02:00,2,206.77702524749822,CUST-10153,DRV-735,137.06494723961973,925.8452876829458,675.7573165453099,True,0.270118533263279
DEL-1003245,2023-10-01,West,Northwest,FTL,2023-10-01 07:00:00,2023-10-01 08:41:00,101,30614.020596233844,CUST-10158,DRV-631,15.064716758756113,668.0559093419771,557.575207798866,False,0.16537643032292396
DEL-1003246,2023-04-18,Midwest,Northwest,LTL,2023-04-18 13:00:00,2023-04-18 12:54:00,-6,1350.506465447908,CUST-10487,DRV-267,219.45515690695308,122.35899568797744,80.30641907639821,True,0.34368193670709546
DEL-1003247,2023-08-23,Northeast,Midwest,LTL,2023-08-23 15:00:00,2023-08-23 14:54:00,-6,551.2132821980637,CUST-10175,DRV-673,174.78291451334422,1307.8601464245176,963.6116792285027,True,0.26321504492444064
DEL-1003248,2024-01-28,Southeast,Southwest,White Glove,2024-01-28 06:00:00,2024-01-28 06:13:00,13,36.30844068363919,CUST-10366,DRV-150,104.59934375312724,187.80688644846603,134.72231978639132,True,0.28265505949187353
DEL-1003249,2024-04-14,Northwest,Southeast,FTL,2024-04-14 18:00:00,2024-04-14 17:47:00,-13,30075.98524641863,CUST-10067,DRV-605,609.3834820927303,713.6344897270125,490.12329418749005,True,0.3132012238156012
DEL-1003250,2024-10-01,Northeast,West,Expedited,2024-10-01 13:00:00,2024-10-01 13:00:00,0,55.902508055840244,CUST-10353,DRV-494,47.26563793506171,799.4009217608616,569.8539028246524,True,0.28714880442041507
DEL-1003251,2023-04-04,Midwest,Southeast,LTL,2023-04-04 15:00:00,2023-04-04 14:31:00,-29,314.3906293929858,CUST-10455,DRV-954,179.17904271820117,684.2991593959688,458.00423248068245,True,0.33069590077392025
DEL-1003252,2024-07-10,Southwest,Southwest,LTL,2024-07-10 11:00:00,2024-07-10 11:05:00,5,251.71294713872743,CUST-10276,DRV-630,111.70317747716143,358.7519121198143,256.26804671954267,True,0.28566778862503883
DEL-1003253,2024-04-29,Southeast,Southeast,FTL,2024-04-29 06:00:00,2024-04-29 05:40:00,-20,37301.97960740578,CUST-10186,DRV-351,135.92651245085872,554.6824791388051,400.14848608468736,True,0.27859901631298284
DEL-1003254,2024-08-10,West,West,LTL,2024-08-10 10:00:00,2024-08-10 10:21:00,21,200.67263030489983,CUST-10146,DRV-384,94.33272292263467,1883.9578142886085,1279.7915913889535,False,0.3206898892944644
DEL-1003255,2023-01-03,Southwest,Northwest,FTL,2023-01-03 18:00:00,2023-01-03 18:24:00,24,43293.84093243237,CUST-10358,DRV-654,113.37394502268786,42.26842360425179,31.623928192830785,False,0.2518309059993018
DEL-1003256,2024-01-23,West,Midwest,FTL,2024-01-23 17:00:00,2024-01-23 16:48:00,-12,37202.84398950606,CUST-10457,DRV-616,2523.4355931158625,267.0867908441761,186.23347048928548,True,0.30272302160409764
DEL-1003257,2023-04-08,Midwest,Northeast,LTL,2023-04-08 10:00:00,2023-04-08 10:24:00,24,320.58262092898536,CUST-10189,DRV-710,150.70691664225276,101.31583097505397,82.01638067300658,False,0.19048800287488446
DEL-1003258,2024-12-24,Midwest,Midwest,White Glove,2024-12-24 08:00:00,2024-12-24 08:26:00,26,382.3301252259872,CUST-10173,DRV-739,257.7384422672135,550.7237910618787,360.4740289273651,False,0.3454540465151929
DEL-1003259,2023-12-15,Midwest,Southwest,Expedited,2023-12-15 19:00:00,2023-12-15 18:51:00,-9,119.78080127810314,CUST-10032,DRV-855,106.43178702048597,2261.799690685793,1538.0159819977223,True,0.3200034519717414
DEL-1003260,2024-08-04,Southeast,Northeast,Expedited,2024-08-04 08:00:00,2024-08-04 07:58:00,-2,169.48717757630132,CUST-10063,DRV-106,123.3948296757066,125.71294234098808,104.2189101737788,True,0.17097708292363514
DEL-1003261,2023-12-01,Southeast,Northeast,LTL,2023-12-01 13:00:00,2023-12-01 13:37:00,37,490.879664976544,CUST-10366,DRV-576,849.4847529881907,139.56960562142575,110.93679061233688,False,0.20515079111675416
DEL-1003262,2024-11-07,Midwest,Southwest,LTL,2024-11-07 17:00:00,2024-11-07 16:45:00,-15,54.770293645300676,CUST-10083,DRV-334,127.78454785741414,523.1263020414816,350.26665833899534,True,0.3304357724471274
DEL-1003263,2024-09-08,Southwest,Southeast,FTL,2024-09-08 06:00:00,2024-09-08 05:58:00,-2,46708.029462063285,CUST-10256,DRV-112,396.6925101134716,1347.8750411181766,934.5401285493961,True,0.3066567003317193
DEL-1003264,2024-04-15,Southeast,Midwest,LTL,2024-04-15 08:00:00,2024-04-15 08:09:00,9,357.6874359337777,CUST-10220,DRV-130,23.456292891056233,888.3502696500932,578.5894524833533,True,0.3486922081857978
DEL-1003265,2023-10-28,Northwest,Southeast,Expedited,2023-10-28 11:00:00,2023-10-28 11:04:00,4,182.62440531519695,CUST-10401,DRV-214,453.76247196614077,17.851957035419833,13.689165856671623,True,0.23318402405343405
DEL-1003266,2024-09-29,Southeast,Southeast,White Glove,2024-09-29 16:00:00,2024-09-29 18:06:00,126,23.31092033799381,CUST-10098,DRV-834,87.68928511274918,246.64497764931644,196.59652611007476,False,0.20291697003618425
DEL-1003267,2024-06-28,Southwest,Midwest,FTL,2024-06-28 09:00:00,2024-06-28 09:03:00,3,36058.31995360466,CUST-10200,DRV-726,39.225280936622504,689.6146957105718,479.3674301202886,True,0.3048764286753585
DEL-1003268,2024-10-08,Northwest,West,Expedited,2024-10-08 19:00:00,2024-10-08 18:47:00,-13,2850.9142427464326,CUST-10269,DRV-253,191.78179893787512,491.6081259045278,389.126374805147,True,0.2084622806240659
DEL-1003269,2024-02-20,Midwest,Northwest,FTL,2024-02-20 07:00:00,2024-02-20 07:14:00,14,33770.76013196333,CUST-10282,DRV-299,172.2970024776676,410.6628975994113,302.7069692787585,True,0.26288210829788766
DEL-1003270,2024-02-09,Midwest,Southwest,LTL,2024-02-09 16:00:00,2024-02-09 15:42:00,-18,2113.256437888288,CUST-10376,DRV-283,367.1415093549531,163.1677926055383,117.17400644782522,True,0.28188029894419214
DEL-1003271,2023-07-09,Northwest,Midwest,LTL,2023-07-09 15:00:00,2023-07-09 14:34:00,-26,652.8670353028502,CUST-10453,DRV-383,172.07556257760677,119.88857995476789,96.72730053784075,True,0.19319003883160127
DEL-1003272,2023-01-31,Midwest,Northwest,LTL,2023-01-31 18:00:00,2023-01-31 18:12:00,12,301.0278855589223,CUST-10379,DRV-184,70.19548988893098,89.83865611494525,70.15801923153786,True,0.21906646575641936
DEL-1003273,2024-02-04,Midwest,Southwest,LTL,2024-02-04 09:00:00,2024-02-04 08:48:00,-12,240.61919779977183,CUST-10415,DRV-980,140.02590234319564,187.04177871627203,129.36721472651067,True,0.3083512378122175
DEL-1003274,2024-06-20,Southwest,Southwest,LTL,2024-06-20 09:00:00,2024-06-20 09:11:00,11,1912.6191832347404,CUST-10317,DRV-181,374.5083581676909,889.0022072486256,614.1220461484622,True,0.30920076334893526
DEL-1003275,2024-08-17,Northwest,Northwest,LTL,2024-08-17 09:00:00,2024-08-17 09:43:00,43,489.94522887430736,CUST-10250,DRV-958,205.3848026928503,461.38485973079975,330.2846778667559,False,0.284144958593864
DEL-1003276,2023-09-02,Southwest,Southwest,LTL,2023-09-02 18:00:00,2023-09-02 17:48:00,-12,115.55745919209679,CUST-10039,DRV-346,309.01227916551403,717.3933796862956,533.8367799254523,True,0.2558660352303635
DEL-1003277,2023-12-06,Northwest,Southeast,FTL,2023-12-06 14:00:00,2023-12-06 14:05:00,5,43744.74699161107,CUST-10313,DRV-484,256.87129695403405,255.73927149209842,206.89706467828796,True,0.19098438237054077
DEL-1003278,2024-01-26,Northeast,Southeast,LTL,2024-01-26 16:00:00,2024-01-26 16:02:00,2,193.76910785220326,CUST-10278,DRV-348,106.99625670975828,123.34222374625139,80.55053440732537,True,0.34693463470352376
DEL-1003279,2024-10-25,Midwest,Southeast,FTL,2024-10-25 18:00:00,2024-10-25 18:00:00,0,25940.904813741305,CUST-10436,DRV-738,511.74027938290646,104.81908432078711,75.37396960736379,True,0.28091368002519307
DEL-1003280,2024-08-25,West,Northeast,White Glove,2024-08-25 07:00:00,2024-08-25 07:36:00,36,315.171164197671,CUST-10117,DRV-275,593.6312680836982,588.9720534929891,433.07113508048286,False,0.26470002691623806
DEL-1003281,2023-01-01,Southeast,Southwest,LTL,2023-01-01 10:00:00,2023-01-01 10:16:00,16,275.78779596933646,CUST-10253,DRV-779,43.67308388228136,1568.2303391961925,1070.2326863288206,False,0.31755389525407607
DEL-1003282,2024-06-13,Northwest,Southeast,FTL,2024-06-13 19:00:00,2024-06-13 19:08:00,8,39242.53863562737,CUST-10132,DRV-865,155.13521516140267,431.2944773996693,359.0776724586587,True,0.16744198853742606
DEL-1003283,2023-07-08,Southwest,Midwest,White Glove,2023-07-08 07:00:00,2023-07-08 07:08:00,8,1004.6757516685637,CUST-10073,DRV-558,37.59201852805865,1280.395877630914,1002.1128181076111,True,0.21734142102847387
DEL-1003284,2023-06-10,Southwest,Northwest,FTL,2023-06-10 15:00:00,2023-06-10 14:48:00,-12,17946.65597538019,CUST-10112,DRV-511,39.72109927920472,1317.618691327589,1107.2575484412373,True,0.15965251879843836
DEL-1003285,2024-01-28,Southwest,Southwest,Expedited,2024-01-28 12:00:00,2024-01-28 11:54:00,-6,158.32550009585913,CUST-10403,DRV-632,116.59387971058578,48.49898716863583,34.034752925134555,True,0.298237862023957
DEL-1003286,2023-12-10,West,Northeast,FTL,2023-12-10 16:00:00,2023-12-10 16:04:00,4,20791.854686378443,CUST-10263,DRV-826,38.97769350014083,297.72795724227,216.22798673571967,True,0.27373972958888576
DEL-1003287,2024-08-16,Southwest,Southwest,LTL,2024-08-16 15:00:00,2024-08-16 15:18:00,18,297.1007223711136,CUST-10069,DRV-845,328.3645431143345,2421.9289237679977,1811.3912942944105,False,0.25208734388609666
DEL-1003288,2024-06-10,Midwest,Southwest,White Glove,2024-06-10 17:00:00,2024-06-10 17:14:00,14,89.90760049315453,CUST-10035,DRV-236,270.3967664041991,518.6807657240158,403.4958254529811,True,0.22207289701643448
DEL-1003289,2024-02-03,West,Northeast,FTL,2024-02-03 12:00:00,2024-02-03 12:00:00,0,37292.3659858142,CUST-10153,DRV-841,94.62773377678862,772.0302347153762,561.6539211374237,True,0.2724975060795537
DEL-1003290,2023-07-10,Southwest,Northeast,FTL,2023-07-10 17:00:00,2023-07-10 17:15:00,15,23644.977046516116,CUST-10074,DRV-187,1323.3170667989655,78.2554414942158,65.32986493603794,True,0.16517160099509823
DEL-1003291,2023-04-09,Southwest,Midwest,FTL,2023-04-09 19:00:00,2023-04-09 19:08:00,8,36067.74578863497,CUST-10428,DRV-582,138.31060257477696,1670.0883453169195,1419.0729500597438,True,0.15030066880057322
DEL-1003292,2024-05-28,Northwest,Northwest,FTL,2024-05-28 14:00:00,2024-05-28 13:53:00,-7,35334.83987932804,CUST-10489,DRV-165,422.30683404903573,217.53639181344283,152.8345450417924,True,0.2974299896779483
DEL-1003293,2024-02-12,Southeast,Southwest,Expedited,2024-02-12 08:00:00,2024-02-12 07:59:00,-1,93.25817485056507,CUST-10470,DRV-664,996.1531928316958,132.06060348025858,86.4456116889077,True,0.3454095361465598
DEL-1003294,2023-06-22,Northeast,West,FTL,2023-06-22 18:00:00,2023-06-22 18:10:00,10,34053.60194511092,CUST-10334,DRV-407,97.40625889622657,435.3350606701294,352.5933713694623,True,0.19006438207228094
DEL-1003295,2023-12-04,West,Northwest,LTL,2023-12-04 10:00:00,2023-12-04 12:59:00,179,560.5512533692248,CUST-10421,DRV-729,96.48721065757353,419.844831869596,321.91035473918265,False,0.23326350522002343
DEL-1003296,2024-04-10,Southeast,Southwest,FTL,2024-04-10 15:00:00,2024-04-10 14:49:00,-11,32166.485728588428,CUST-10467,DRV-348,96.54157951694248,1422.2964500389003,1205.4020071503085,True,0.15249594617399184
DEL-1003297,2024-06-08,Northeast,Midwest,Expedited,2024-06-08 14:00:00,2024-06-08 13:39:00,-21,82.47529394105659,CUST-10149,DRV-248,69.37187123853589,186.76899737246677,127.71586428511065,True,0.31618273866721336
DEL-1003298,2023-10-17,Northwest,Southeast,LTL,2023-10-17 15:00:00,2023-10-17 15:23:00,23,146.02868960990563,CUST-10009,DRV-973,349.76519796174915,499.89685116515864,406.40036297056326,False,0.1870315605642923
DEL-1003299,2023-08-23,Southeast,Southwest,LTL,2023-08-23 19:00:00,2023-08-23 19:05:00,5,598.7543573720845,CUST-10104,DRV-407,44.683054110018944,150.78852739187712,107.917732831593,True,0.2843107184730922
DEL-1003300,2024-02-06,West,Southwest,LTL,2024-02-06 10:00:00,2024-02-06 10:12:00,12,45.17257883365378,CUST-10134,DRV-716,546.8264765723399,486.1791107928661,316.3494633611936,True,0.3493149821980473
DEL-1003301,2023-02-16,Southwest,Southwest,FTL,2023-02-16 07:00:00,2023-02-16 07:00:00,0,28006.685294040446,CUST-10190,DRV-337,34.14874806527044,389.94676034835277,309.2718816643685,True,0.20688690582251446
DEL-1003302,2023-09-15,Midwest,Midwest,LTL,2023-09-15 16:00:00,2023-09-15 15:46:00,-14,342.02412892051115,CUST-10479,DRV-942,18.312538422202188,1586.6715648536294,1064.6094093022818,True,0.32902975456014294
DEL-1003303,2024-03-02,Northwest,West,Expedited,2024-03-02 14:00:00,2024-03-02 14:20:00,20,98.68291585154627,CUST-10318,DRV-570,31.908749099106632,1265.5154014570787,985.7067422011004,False,0.22110253176991332
DEL-1003304,2023-10-03,Midwest,Southeast,FTL,2023-10-03 12:00:00,2023-10-03 11:50:00,-10,46335.23815903922,CUST-10441,DRV-317,40.16010122052942,74.87669707477635,63.10960412991664,True,0.15715293815789422
DEL-1003305,2024-08-04,Southwest,Northeast,Expedited,2024-08-04 12:00:00,2024-08-04 11:48:00,-12,100.75917042350392,CUST-10088,DRV-890,832.8288083383006,898.9127772760595,749.4974849374684,True,0.16621778677054574
DEL-1003306,2023-03-13,Southeast,Southeast,LTL,2023-03-13 06:00:00,2023-03-13 06:17:00,17,252.3912832500529,CUST-10021,DRV-555,18.2913769730937,117.00206229133708,93.8689085761188,False,0.1977157775015653
DEL-1003307,2024-06-23,Northwest,Northwest,LTL,2024-06-23 17:00:00,2024-06-23 17:00:00,0,272.56952036747157,CUST-10277,DRV-339,484.0133599445304,778.5297850192635,559.8716076734113,True,0.2808603878147602
DEL-1003308,2023-01-24,Southwest,Southeast,FTL,2023-01-24 10:00:00,2023-01-24 09:58:00,-2,40667.50413601397,CUST-10197,DRV-390,158.66941943130348,38.159382281986375,31.250610191581845,True,0.18105041741375105
DEL-1003309,2024-05-28,Southwest,Southwest,FTL,2024-05-28 13:00:00,2024-05-28 13:13:00,13,41887.0301211526,CUST-10029,DRV-682,24.054168054274616,602.6664365971673,442.97807171685565,True,0.2649697331445224
DEL-1003310,2024-10-20,Midwest,Southwest,LTL,2024-10-20 14:00:00,2024-10-20 13:44:00,-16,1286.642664324702,CUST-10403,DRV-456,69.07919378309712,556.4384132787117,373.310604976526,True,0.3291070564721413
DEL-1003311,2023-10-27,Northeast,Midwest,Expedited,2023-10-27 13:00:00,2023-10-27 14:43:00,103,34.60377762586595,CUST-10160,DRV-633,18.08962765890801,599.7265742545745,461.11518874457374,False,0.2311243014073317
DEL-1003312,2024-08-10,Midwest,West,LTL,2024-08-10 09:00:00,2024-08-10 08:52:00,-8,28.138840044557103,CUST-10192,DRV-699,920.1560330166019,354.292437426959,281.49616776223746,True,0.20546944268244288
DEL-1003313,2024-12-19,Northwest,Midwest,FTL,2024-12-19 14:00:00,2024-12-19 14:06:00,6,38076.93261127689,CUST-10411,DRV-754,114.6403851931928,973.3852255730554,727.6434795725819,True,0.25246093688734533
DEL-1003314,2023-03-07,Northeast,West,FTL,2023-03-07 17:00:00,2023-03-07 17:02:00,2,40623.69284132522,CUST-10348,DRV-548,112.3715098636048,253.68569446833254,175.280716510955,True,0.3090634579206231
DEL-1003315,2023-12-08,Southwest,Midwest,FTL,2023-12-08 06:00:00,2023-12-08 06:13:00,13,35794.57970329418,CUST-10415,DRV-456,100.35809650579974,282.08559391285155,207.21927889540976,True,0.26540283032167616
DEL-1003316,2023-07-20,Southwest,Northwest,FTL,2023-07-20 17:00:00,2023-07-20 19:45:00,165,35110.20317286719,CUST-10362,DRV-748,238.536506605906,315.2813831081101,235.86697208127939,False,0.251884238276129
DEL-1003317,2023-08-24,West,Southwest,LTL,2023-08-24 13:00:00,2023-08-24 12:27:00,-33,175.73368472732605,CUST-10292,DRV-813,119.68894902939383,1288.289103195109,941.5561702113832,True,0.2691421763358761
DEL-1003318,2023-08-09,Southeast,Northeast,FTL,2023-08-09 16:00:00,2023-08-09 16:22:00,22,27025.29192622219,CUST-10225,DRV-422,170.71988569254333,248.6106659811406,180.76395318088288,False,0.2729034674860029
DEL-1003319,2023-06-30,Southeast,West,LTL,2023-06-30 10:00:00,2023-06-30 09:33:00,-27,155.9466299254577,CUST-10088,DRV-141,446.1121089397285,71.9560623428105,57.08990197068682,True,0.20660052660050868
DEL-1003320,2023-03-22,Southwest,Northwest,FTL,2023-03-22 19:00:00,2023-03-22 18:47:00,-13,46248.95989059756,CUST-10466,DRV-272,164.82465133044263,370.7505072122724,269.10422361065673,True,0.274163572602797
DEL-1003321,2024-06-23,Southwest,Northwest,LTL,2024-06-23 07:00:00,2024-06-23 07:00:00,0,193.37597357829964,CUST-10114,DRV-604,104.82674034104602,207.61608876846404,146.59561710292013,True,0.29391013012288597
DEL-1003322,2023-02-14,West,Northeast,White Glove,2023-02-14 11:00:00,2023-02-14 11:08:00,8,865.598274231913,CUST-10005,DRV-224,660.7104120602274,1177.213293735046,904.3754914344357,True,0.2317658182698177
DEL-1003323,2023-06-17,Southeast,Northeast,LTL,2023-06-17 11:00:00,2023-06-17 11:29:00,29,194.70792292180806,CUST-10269,DRV-167,180.49468634659013,555.02666843214,395.0711903682173,False,0.2881942204971356
DEL-1003324,2024-07-02,Northwest,West,Expedited,2024-07-02 06:00:00,2024-07-02 05:44:00,-16,2172.1783947600998,CUST-10472,DRV-180,26.8642384178875,1292.585030088581,898.6522694957492,True,0.3047635176200637
DEL-1003325,2023-10-08,Midwest,Southwest,LTL,2023-10-08 17:00:00,2023-10-08 16:56:00,-4,640.7266116011118,CUST-10287,DRV-509,281.69185498823043,525.3185625515257,359.1503014519962,True,0.31631903561989766
DEL-1003326,2024-07-05,Northwest,Southwest,Expedited,2024-07-05 19:00:00,2024-07-05 18:41:00,-19,60.46758150520619,CUST-10257,DRV-901,21.94983021682638,198.7204770893027,162.27369393393633,True,0.18340728489187155
