maintenance_id,vehicle_id,date,maintenance_type,cost,downtime_hours,parts_replaced,mileage_at_service,technician_id,warranty_covered
MNT-101336,VH-6463,2023-03-17,Scheduled,229.7486233149507,1.0,"Tires,Brakes",91372,TECH-141,True
MNT-101337,VH-1072,2023-01-26,Preventive,417.4985732173741,7.7051281222416765,"Suspension,Brakes,Electrical",55813,TECH-129,False
MNT-101338,VH-5056,2023-07-30,Preventive,365.4657733557134,6.175970428175841,HVAC,487259,TECH-168,False
MNT-101339,VH-9393,2023-12-29,Scheduled,554.6348228552841,1.0,"Electrical,Transmission",191637,TECH-113,True
MNT-101340,VH-9710,2023-11-14,Preventive,491.6572768827554,1.0,Oil Change,367259,TECH-125,True
MNT-101341,VH-8547,2023-10-08,Corrective,1585.6494270429005,3.6895152803846862,"Engine,Electrical,Brakes",102246,TECH-124,False
MNT-101342,VH-3927,2023-12-18,Corrective,1035.811117172549,5.039659843593538,Engine,493057,TECH-157,True
MNT-101343,VH-6775,2023-09-28,Preventive,651.7233607781147,3.590708543286359,"Brakes,Tires",291118,TECH-153,False
MNT-101344,VH-8532,2023-09-22,Preventive,415.7885918807859,2.5204904251030995,Tires,279951,TECH-168,False
MNT-101345,VH-8653,2023-12-25,Corrective,341.1221224066661,4.745915546011236,Transmission,246644,TECH-104,False
MNT-101346,VH-1391,2024-11-01,Corrective,1452.5691454790417,4.611891796519619,"Oil Change,Transmission",448817,TECH-130,False
MNT-101347,VH-2410,2024-11-02,Preventive,524.5337710637468,3.6264305567023314,"Electrical,HVAC",355886,TECH-160,False
MNT-101348,VH-8866,2023-07-01,Corrective,1319.9976097734252,1.0,"Transmission,Electrical",267119,TECH-101,True
MNT-101349,VH-6037,2024-08-26,Preventive,604.0798743198345,12.061907080575246,"Oil Change,HVAC,Suspension",264784,TECH-187,False
MNT-101350,VH-7863,2023-12-25,Corrective,1222.667974943264,32.5973397546577,Transmission,338477,TECH-137,False
MNT-101351,VH-7136,2023-05-31,Preventive,354.45120722801835,1.0,Oil Change,360450,TECH-178,False
MNT-101352,VH-3214,2023-03-25,Corrective,1968.1374728312817,37.65746141936977,"Oil Change,Tires,Brakes",60397,TECH-105,False
MNT-101353,VH-8547,2023-09-15,Preventive,495.7000631279699,6.065427855942671,Brakes,345481,TECH-116,False
MNT-101354,VH-1885,2023-06-02,Corrective,1743.165529567426,13.759054800279525,Brakes,115168,TECH-199,False
MNT-101355,VH-6346,2023-04-25,Corrective,1274.1060659917507,24.286288424484347,"Suspension,Transmission,Oil Change",142038,TECH-141,False
MNT-101356,VH-9682,2024-04-16,Corrective,1758.2892143582883,4.323345716504385,Brakes,145159,TECH-171,True
MNT-101357,VH-7171,2023-10-07,Corrective,1672.470434623832,22.084957010866095,Transmission,20953,TECH-154,False
MNT-101358,VH-8445,2024-02-07,Corrective,1159.2193199409264,5.107783978003669,"Oil Change,Tires",424497,TECH-121,False
MNT-101359,VH-4984,2023-07-09,Scheduled,337.5694216917364,6.80093232082897,Electrical,441908,TECH-131,False
MNT-101360,VH-5203,2024-09-07,Preventive,357.57308981965537,1.0,Tires,291039,TECH-117,True
MNT-101361,VH-1475,2023-04-18,Preventive,591.384464197987,1.7628899637713535,"Electrical,Tires,Oil Change",298510,TECH-116,False
MNT-101362,VH-9821,2024-12-24,Corrective,1574.112832935543,1.0,"Brakes,Transmission",419625,TECH-119,False
MNT-101363,VH-8316,2024-02-19,Preventive,362.5074680181985,2.36390694353895,"Tires,Oil Change,Transmission",165239,TECH-163,False
MNT-101364,VH-3132,2024-01-23,Preventive,117.09209047501508,4.448154769510179,"Brakes,Transmission,Tires",90584,TECH-161,True
MNT-101365,VH-2290,2024-07-18,Preventive,414.25368998095166,1.0,"Transmission,Suspension,Electrical",372260,TECH-116,True
MNT-101366,VH-9801,2023-07-09,Corrective,1443.250652327838,33.15317472910887,"Oil Change,Transmission",212475,TECH-121,True
MNT-101367,VH-7922,2024-08-21,Corrective,1841.6283522879062,1.0,Engine,80880,TECH-146,True
MNT-101368,VH-3618,2024-12-12,Preventive,431.5897555741428,1.0,"HVAC,Brakes",443984,TECH-143,True
MNT-101369,VH-9522,2024-08-13,Preventive,259.0534905896009,10.915956924629745,"Brakes,Transmission,Engine",43762,TECH-154,False
MNT-101370,VH-7686,2023-04-01,Preventive,665.0195526900739,7.629788401841098,HVAC,350849,TECH-188,True
MNT-101371,VH-5868,2023-04-17,Preventive,667.0837047627552,2.114357949515676,Oil Change,107193,TECH-118,False
MNT-101372,VH-8425,2024-12-10,Corrective,666.978807749803,9.57359628359125,Tires,451395,TECH-122,False
MNT-101373,VH-6323,2023-05-20,Corrective,853.2442740040356,17.506448468013467,HVAC,305192,TECH-143,True
MNT-101374,VH-4247,2023-06-18,Emergency,2054.916017616384,83.12708859189601,"Suspension,Electrical,Engine",303291,TECH-169,False
MNT-101375,VH-9887,2023-10-12,Preventive,419.32527035298403,1.410707345336813,"Tires,Transmission,HVAC",410244,TECH-122,False
MNT-101376,VH-7863,2023-09-18,Preventive,678.5911093310731,1.0,"Oil Change,Transmission,Brakes",394721,TECH-120,False
MNT-101377,VH-7929,2024-03-15,Corrective,1723.2041153995783,24.244921433994417,"Transmission,Electrical",298356,TECH-156,False
MNT-101378,VH-8468,2024-01-24,Emergency,3214.1351055682453,14.893878758668315,"Transmission,Suspension,Brakes",203262,TECH-121,True
MNT-101379,VH-3450,2023-06-01,Preventive,458.6325329139414,1.0,Brakes,312335,TECH-147,False
MNT-101380,VH-4042,2023-04-15,Scheduled,316.7601901216461,1.0,"Electrical,Brakes,Transmission",28943,TECH-134,False
MNT-101381,VH-3814,2024-07-18,Preventive,686.9550340380973,1.0,"Brakes,HVAC",335964,TECH-188,False
MNT-101382,VH-8376,2023-02-01,Corrective,1471.6272790046287,7.778185110638515,Tires,338297,TECH-152,True
MNT-101383,VH-8664,2024-02-25,Emergency,2790.120403348181,35.42747319968767,Oil Change,173379,TECH-170,False
MNT-101384,VH-5672,2023-09-17,Preventive,247.54374444307643,7.637228968549628,"Oil Change,Brakes",494841,TECH-187,False
MNT-101385,VH-5478,2023-03-07,Corrective,1457.5622392310445,38.50050745437022,"Engine,Transmission",401807,TECH-112,False
MNT-101386,VH-5912,2023-10-30,Emergency,3440.2457775056855,13.236804726272226,Engine,447999,TECH-174,False
MNT-101387,VH-1844,2023-05-29,Preventive,771.7443144359385,3.457679885953727,"Suspension,Engine",149621,TECH-177,False
MNT-101388,VH-5717,2024-03-31,Scheduled,276.7749130344455,2.3509279341988507,"Oil Change,Engine,Transmission",60007,TECH-164,False
MNT-101389,VH-3967,2024-12-10,Corrective,1624.8099620134294,15.603174868863839,Suspension,393114,TECH-185,True
MNT-101390,VH-1391,2023-02-17,Corrective,1788.5937844007542,13.41794128342801,Engine,368307,TECH-136,False
MNT-101391,VH-6775,2024-12-20,Preventive,304.3445741004177,8.259772590072723,Engine,147947,TECH-156,False
MNT-101392,VH-5547,2024-12-01,Preventive,550.3959483670398,2.1268943486584737,"Transmission,Tires,Oil Change",227280,TECH-162,True
MNT-101393,VH-6443,2023-02-16,Corrective,1618.177978755862,1.0,"Brakes,Transmission",26245,TECH-109,True
MNT-101394,VH-4743,2024-04-07,Preventive,530.9444848224385,1.1315767105834875,HVAC,117480,TECH-112,True
MNT-101395,VH-6636,2024-08-01,Preventive,544.1960802268627,8.29034793742188,"Brakes,Tires",317167,TECH-150,False
MNT-101396,VH-6596,2024-02-23,Preventive,416.6090605565089,3.3725764870543413,"Oil Change,HVAC,Suspension",260308,TECH-115,False
MNT-101397,VH-7657,2024-02-09,Corrective,1197.8533938775668,2.3960019603533613,"Oil Change,Engine,Suspension",457759,TECH-196,True
MNT-101398,VH-3348,2024-07-13,Corrective,1666.8969061290613,22.628664957627205,"Transmission,Oil Change",477597,TECH-177,False
MNT-101399,VH-2915,2023-04-11,Preventive,444.34974229652545,23.599018543055536,"Transmission,Tires,Suspension",473457,TECH-140,False
MNT-101400,VH-4984,2023-05-18,Emergency,2505.644151739316,35.68502858864678,"Oil Change,HVAC,Suspension",300588,TECH-102,False
MNT-101401,VH-6709,2023-02-04,Preventive,570.958012351747,1.0809319270481477,"Transmission,HVAC,Brakes",443677,TECH-135,False
MNT-101402,VH-3450,2024-10-07,Preventive,567.1398069776263,1.0,"Transmission,Suspension,Electrical",242012,TECH-180,False
MNT-101403,VH-8000,2023-01-05,Preventive,248.65978339428995,1.0,"Engine,Tires",205533,TECH-135,True
MNT-101404,VH-6473,2024-01-31,Preventive,508.2739126460955,4.154926356686464,"Engine,Electrical,Oil Change",448373,TECH-157,False
MNT-101405,VH-2489,2023-10-24,Corrective,712.6998931457154,1.7321501109656834,"Brakes,Suspension",191580,TECH-175,True
MNT-101406,VH-5262,2024-01-28,Preventive,546.9160339942998,1.2282931874451568,Transmission,179292,TECH-167,False
MNT-101407,VH-8316,2024-06-27,Preventive,872.250306332143,8.11836740084042,"Engine,Transmission",390311,TECH-114,False
MNT-101408,VH-1823,2024-02-29,Preventive,563.326194458286,1.3281306597702898,Transmission,359331,TECH-119,True
MNT-101409,VH-5991,2023-01-13,Preventive,416.4480460448773,11.366575875830891,Transmission,399483,TECH-119,False
MNT-101410,VH-3776,2024-06-12,Preventive,582.117438418979,3.184933295979227,Transmission,37941,TECH-116,False
MNT-101411,VH-6718,2023-06-25,Preventive,513.4352146168006,2.014337325348426,"HVAC,Brakes",82879,TECH-124,False
MNT-101412,VH-8296,2024-10-04,Preventive,339.5690871526092,15.897146999233165,Oil Change,42523,TECH-118,False
MNT-101413,VH-9035,2023-09-08,Corrective,1430.5154980137263,2.3642258296183587,"Suspension,Electrical",46344,TECH-166,False
MNT-101414,VH-4106,2023-04-08,Scheduled,416.9449176413998,1.0,Electrical,375435,TECH-159,False
MNT-101415,VH-8532,2024-10-23,Preventive,680.1932171268604,1.0,"Brakes,Suspension,Electrical",263497,TECH-154,False
MNT-101416,VH-9737,2023-05-07,Scheduled,393.6161377837384,1.537093652358985,"Suspension,Engine,Transmission",146274,TECH-126,True
MNT-101417,VH-6019,2023-03-15,Preventive,443.60724436207425,11.900174941960707,"Oil Change,Brakes,Transmission",390652,TECH-111,True
MNT-101418,VH-9274,2023-04-01,Preventive,348.6635749033617,1.0,Transmission,222485,TECH-174,False
MNT-101419,VH-6071,2023-07-22,Preventive,624.700348816142,5.927935337844795,"Brakes,Oil Change",56267,TECH-153,False
MNT-101420,VH-8176,2023-11-17,Emergency,2608.3309351756534,15.032004567022415,HVAC,488455,TECH-111,False
MNT-101421,VH-8653,2023-10-07,Emergency,1393.5008364160738,8.211280086872247,Transmission,303470,TECH-183,False
MNT-101422,VH-3317,2024-01-02,Preventive,508.66310974581063,1.0,"Suspension,Oil Change",457857,TECH-113,True
MNT-101423,VH-3132,2024-09-11,Preventive,578.5166170482189,1.038604729041784,Electrical,123755,TECH-157,False
MNT-101424,VH-7162,2024-07-07,Corrective,1556.8335387351867,11.42058332868098,Suspension,94266,TECH-139,True
MNT-101425,VH-1468,2024-03-31,Corrective,927.5851362708519,10.131672429551084,Transmission,409219,TECH-107,False
MNT-101426,VH-5282,2023-01-01,Scheduled,320.9069120498726,1.0,"Oil Change,HVAC,Transmission",478636,TECH-154,False
MNT-101427,VH-8103,2024-11-26,Preventive,738.6056471335186,1.0,Electrical,198244,TECH-186,True
MNT-101428,VH-6718,2024-08-22,Corrective,471.4457166189742,22.046244874267646,"HVAC,Suspension",279664,TECH-199,False
MNT-101429,VH-6346,2024-10-17,Preventive,658.1386689582943,1.794393089413167,"Suspension,HVAC",447632,TECH-165,True
MNT-101430,VH-9105,2024-07-10,Preventive,314.9051093410227,3.0469273100399414,"Tires,Suspension",81096,TECH-161,False
MNT-101431,VH-8425,2024-09-17,Emergency,2340.2450486512685,31.259419609309866,"HVAC,Tires",353516,TECH-191,True
MNT-101432,VH-2381,2024-08-19,Preventive,525.1524667972003,1.0,"Transmission,Tires",324063,TECH-158,True
MNT-101433,VH-5991,2024-07-11,Emergency,3485.694238971897,10.683184455904323,"Transmission,Tires,Engine",126737,TECH-196,False
MNT-101434,VH-2084,2023-02-05,Preventive,694.0901375249497,3.575250533194507,"Suspension,Brakes",197885,TECH-159,False
MNT-101435,VH-6596,2024-03-25,Preventive,467.5462522583618,7.773915197665451,"Transmission,Brakes,Electrical",413224,TECH-180,False
MNT-101436,VH-6985,2024-09-25,Preventive,384.5380468490238,1.0,"HVAC,Tires",260035,TECH-124,False
MNT-101437,VH-9723,2023-10-07,Preventive,595.4031648237954,1.51411234722447,"Tires,Brakes",28761,TECH-182,False
MNT-101438,VH-4753,2023-11-14,Preventive,492.6489378258419,4.199685451663631,"Electrical,HVAC",53048,TECH-140,False
MNT-101439,VH-5386,2024-08-31,Scheduled,399.71539233639817,1.0,Oil Change,157815,TECH-137,False
MNT-101440,VH-6106,2023-10-09,Preventive,581.4056233950879,1.0,"Transmission,Tires,Oil Change",241914,TECH-137,False
MNT-101441,VH-1789,2023-12-15,Corrective,1217.5822117688092,1.0,Brakes,227852,TECH-191,False
MNT-101442,VH-4753,2023-08-23,Corrective,1417.7052668427314,16.247333705646078,"Brakes,Tires",81887,TECH-125,True
MNT-101443,VH-2422,2023-12-10,Preventive,621.8525493464801,6.175906861885245,"Engine,Brakes",300031,TECH-146,False
MNT-101444,VH-2559,2024-03-20,Scheduled,546.7933692695619,1.0,"Brakes,Oil Change",153161,TECH-184,True
MNT-101445,VH-1131,2024-08-05,Scheduled,331.51641548027294,1.0,Transmission,269415,TECH-125,False
MNT-101446,VH-2422,2023-07-17,Corrective,2352.9861946757023,4.586353977618521,"Electrical,Oil Change,Brakes",89489,TECH-137,False
MNT-101447,VH-7832,2023-06-29,Corrective,942.7892013649948,4.907622534888031,Tires,243856,TECH-189,False
MNT-101448,VH-2915,2024-01-02,Corrective,669.0956997409136,5.424429209238077,"Brakes,Suspension,Tires",50377,TECH-130,False
MNT-101449,VH-1092,2024-07-20,Corrective,1286.7685738672665,1.0,"Brakes,Suspension",368353,TECH-109,False
MNT-101450,VH-1475,2024-05-29,Preventive,356.7330283674464,1.4501943040685756,"Engine,Electrical,Transmission",408294,TECH-105,False
MNT-101451,VH-3776,2024-03-11,Preventive,386.5678671383975,6.261068163382363,"Suspension,Transmission,HVAC",289976,TECH-136,False
MNT-101452,VH-2410,2024-11-16,Preventive,528.8430161959536,1.0,Suspension,465930,TECH-112,False
MNT-101453,VH-6636,2024-02-13,Preventive,517.6237228915444,2.9163518877853867,Engine,413112,TECH-161,False
MNT-101454,VH-9393,2024-01-26,Preventive,890.1446826655729,3.520999702935854,"HVAC,Brakes",485069,TECH-198,True
MNT-101455,VH-5226,2023-12-21,Corrective,1304.1654823660413,1.0,"Engine,Transmission",460397,TECH-191,False
MNT-101456,VH-8918,2023-05-24,Corrective,1924.9728405162327,14.20734259853866,"Engine,Brakes,Transmission",333515,TECH-159,True
MNT-101457,VH-8103,2024-07-24,Scheduled,369.1670363222353,1.7529487509398565,HVAC,490285,TECH-169,False
MNT-101458,VH-1072,2023-10-28,Scheduled,175.59641001781748,2.4254794438313905,"Electrical,Brakes,Transmission",303212,TECH-103,True
MNT-101459,VH-4247,2024-09-17,Preventive,396.61360699711065,1.0,"Brakes,Engine",499953,TECH-118,False
MNT-101460,VH-8296,2024-02-02,Corrective,664.3089912790018,4.360746324760038,Brakes,36451,TECH-106,False
MNT-101461,VH-7686,2024-05-14,Preventive,347.1336384263068,4.398007139828751,"Electrical,Oil Change",409349,TECH-147,True
MNT-101462,VH-7925,2024-07-21,Emergency,2618.807748528729,14.298771402766075,"Electrical,Engine,HVAC",452292,TECH-186,True
MNT-101463,VH-9862,2024-03-23,Preventive,507.740978023126,2.5388681563978612,"Transmission,HVAC,Brakes",463463,TECH-145,False
MNT-101464,VH-1885,2024-05-23,Preventive,604.6035813028147,4.925607364265153,"Transmission,Electrical",398928,TECH-111,False
MNT-101465,VH-9646,2024-11-21,Preventive,679.0088377068096,1.0398429167858985,"Brakes,Oil Change",244134,TECH-183,False
MNT-101466,VH-3967,2024-03-07,Preventive,320.3825591402302,1.677102507998285,"Brakes,Oil Change",382542,TECH-138,False
MNT-101467,VH-4743,2023-02-18,Emergency,1640.8157870327286,67.4176285451899,"Electrical,HVAC",432552,TECH-160,False
MNT-101468,VH-4940,2023-12-30,Emergency,2169.884142704233,2.0479544891536436,"Electrical,Brakes",193024,TECH-194,False
MNT-101469,VH-4753,2023-09-04,Preventive,720.8622695525763,1.1393867996814218,"Engine,HVAC,Tires",217899,TECH-151,True
MNT-101470,VH-9516,2024-04-11,Scheduled,280.9291476452622,3.1527104753150974,Brakes,51433,TECH-101,False
MNT-101471,VH-9522,2024-11-21,Corrective,955.9990502050942,1.8785062638162318,"Electrical,Brakes",119707,TECH-149,True
MNT-101472,VH-1844,2024-11-11,Corrective,1327.6536957451508,4.946015668971455,"Transmission,Engine",211104,TECH-108,True
MNT-101473,VH-8532,2024-09-26,Preventive,519.7193423700118,1.0,Brakes,231395,TECH-100,False
MNT-101474,VH-1072,2024-05-25,Scheduled,467.3326150209097,1.1108675380017756,"HVAC,Brakes",369058,TECH-111,True
MNT-101475,VH-5028,2023-09-23,Preventive,497.28213745462364,7.42071441610006,"Suspension,Oil Change",46599,TECH-170,False
MNT-101476,VH-2625,2023-06-29,Preventive,332.33232298006266,5.489133699200421,Suspension,275056,TECH-183,False
MNT-101477,VH-8425,2023-11-02,Preventive,50.0,8.13571114713723,"Tires,HVAC",420862,TECH-137,True
MNT-101478,VH-2587,2024-10-20,Preventive,537.7753940429099,5.797755209184067,"Suspension,Engine,Electrical",336411,TECH-147,True
MNT-101479,VH-7136,2024-02-06,Preventive,647.0706994688019,1.0,"Brakes,HVAC",133085,TECH-163,True
MNT-101480,VH-5056,2024-11-03,Preventive,335.80650810202405,13.204848605177435,"Tires,Engine",400028,TECH-162,True
MNT-101481,VH-1844,2024-02-01,Preventive,731.1639428755226,2.192162251562462,"Engine,Oil Change",170457,TECH-105,True
MNT-101482,VH-8547,2023-07-05,Emergency,1670.08952767026,22.74074147305162,"Transmission,Electrical,Engine",468325,TECH-152,False
MNT-101483,VH-2506,2024-11-19,Preventive,363.1998072870106,4.051420253859221,Brakes,327959,TECH-162,False
MNT-101484,VH-2147,2024-12-07,Preventive,333.2341508916014,1.0,"Engine,Suspension,HVAC",224819,TECH-188,True
MNT-101485,VH-9824,2023-07-09,Preventive,584.1025722013459,1.0,"Electrical,HVAC",367233,TECH-116,True
MNT-101486,VH-8653,2023-07-22,Preventive,588.1130442910323,1.0,Transmission,260879,TECH-126,False
MNT-101487,VH-8593,2023-06-27,Preventive,671.5771420174455,1.5333381867166687,"Electrical,HVAC",246428,TECH-119,True
MNT-101488,VH-7922,2023-05-15,Corrective,1160.8293958125805,11.11989134781026,"Suspension,Electrical",444174,TECH-129,True
MNT-101489,VH-2625,2023-12-18,Corrective,1385.3775963795927,22.0752953058919,Suspension,59493,TECH-151,False
MNT-101490,VH-3132,2024-08-20,Preventive,388.74519337059854,1.9810779191025538,"Brakes,Transmission",28673,TECH-124,False
MNT-101491,VH-3814,2023-04-17,Preventive,777.4381364465539,1.0,HVAC,417409,TECH-111,False
MNT-101492,VH-3348,2023-05-28,Preventive,501.0768144569743,3.1367383293802154,"HVAC,Brakes",168032,TECH-185,False
MNT-101493,VH-5912,2024-08-17,Preventive,584.2094066016366,2.7983745227688295,"Transmission,Suspension,Tires",480777,TECH-107,False
MNT-101494,VH-3540,2024-11-01,Corrective,1083.5997644878107,3.7552533182232932,"HVAC,Transmission,Engine",459931,TECH-157,False
MNT-101495,VH-8918,2024-04-18,Corrective,1253.3238218407257,34.577723049301994,"HVAC,Transmission",410493,TECH-132,False
MNT-101496,VH-2391,2024-09-29,Emergency,2360.525407408407,4.637871762789054,Transmission,422814,TECH-199,True
MNT-101497,VH-5360,2024-04-11,Preventive,239.48188559780397,6.76367576375009,Engine,493715,TECH-118,False
MNT-101498,VH-9152,2024-01-09,Scheduled,493.95207877867233,2.264995469817779,Brakes,422831,TECH-180,False
MNT-101499,VH-2393,2024-01-17,Preventive,709.7387924850616,5.410223253401627,"Oil Change,Electrical,Brakes",464151,TECH-191,False
MNT-101500,VH-9008,2024-07-17,Corrective,1295.2304779041147,3.977806025509209,"Brakes,Engine",344523,TECH-153,False
MNT-101501,VH-8653,2024-04-02,Preventive,509.13931028956716,1.0,"Electrical,Tires",427277,TECH-145,True
MNT-101502,VH-9152,2024-06-11,Scheduled,433.34812121041034,1.0,"Engine,HVAC",419283,TECH-137,False
MNT-101503,VH-9522,2023-06-18,Preventive,670.0820310939658,1.0335178312672286,Tires,230053,TECH-165,False
MNT-101504,VH-7686,2024-04-07,Preventive,503.3287443766133,1.0657749227622677,"Suspension,Electrical,Tires",354452,TECH-158,False
MNT-101505,VH-8664,2024-06-15,Preventive,588.4642690202874,6.9161279079471285,"Oil Change,Electrical,Transmission",55879,TECH-124,True
MNT-101506,VH-3450,2023-04-05,Scheduled,546.3041012223327,1.0,"Transmission,Brakes",360407,TECH-167,False
MNT-101507,VH-8468,2023-06-06,Preventive,575.7185388489368,6.243364979820324,"Electrical,Transmission,Engine",355987,TECH-185,True
MNT-101508,VH-3919,2023-02-18,Preventive,418.73879058178755,7.090652341540418,Engine,383716,TECH-193,True
MNT-101509,VH-2489,2023-04-23,Preventive,626.6944373957743,3.2377563694608797,"Tires,Brakes,Transmission",348710,TECH-182,False
MNT-101510,VH-2410,2024-11-30,Scheduled,626.5744806315558,4.622472495499015,Transmission,224473,TECH-133,False
MNT-101511,VH-3817,2024-03-24,Corrective,1223.5354494312428,18.31591901858871,"Oil Change,Tires,Engine",277582,TECH-103,False
MNT-101512,VH-3490,2023-09-04,Scheduled,76.60222764189604,1.0,HVAC,247355,TECH-145,False
MNT-101513,VH-9035,2024-09-21,Corrective,1667.9811657056787,18.68586714931331,"Oil Change,Engine,HVAC",301403,TECH-173,True
MNT-101514,VH-8445,2023-10-23,Preventive,606.5295291185581,9.699926990365272,Tires,379641,TECH-174,False
MNT-101515,VH-5360,2024-05-28,Corrective,1530.6891457421732,21.34710361946785,"Suspension,Oil Change",158766,TECH-125,False
MNT-101516,VH-5386,2023-06-08,Corrective,1032.8720692102222,5.957415104314243,HVAC,444080,TECH-162,True
MNT-101517,VH-5547,2024-11-02,Preventive,501.4180300855735,1.5845780417427018,"Electrical,Transmission,Engine",42142,TECH-122,False
MNT-101518,VH-3473,2024-12-03,Corrective,1443.3588896053025,17.226940015553613,"Transmission,Engine",454201,TECH-153,False
MNT-101519,VH-4940,2023-07-09,Preventive,294.9390944666377,1.0,"Electrical,Suspension,Tires",358698,TECH-101,False
MNT-101520,VH-6106,2024-09-06,Preventive,439.6854641137779,7.937818074648473,"Transmission,Oil Change",380112,TECH-105,True
MNT-101521,VH-4001,2024-02-16,Preventive,502.9671612884788,1.0,"HVAC,Suspension",137472,TECH-197,False
MNT-101522,VH-9152,2023-08-17,Preventive,497.71700418158133,6.722172993498459,"Suspension,Transmission,Oil Change",481232,TECH-117,False
MNT-101523,VH-2372,2024-09-10,Corrective,695.3113560247659,9.190902627995687,"Brakes,HVAC,Engine",133542,TECH-121,True
MNT-101524,VH-5386,2024-07-14,Preventive,460.6103495519145,1.096341443442494,Engine,116818,TECH-128,False
MNT-101525,VH-8840,2024-01-29,Preventive,791.1464881914341,6.420219248513896,"Tires,Brakes",405993,TECH-145,False
MNT-101526,VH-5028,2023-08-21,Scheduled,491.097920200138,1.0,"Tires,Transmission,HVAC",491148,TECH-176,False
MNT-101527,VH-3776,2023-01-15,Corrective,1905.1225948828405,18.7365701929973,"Tires,Transmission",50660,TECH-125,True
MNT-101528,VH-6106,2023-06-13,Preventive,464.666606222097,1.0,Engine,364034,TECH-147,False
MNT-101529,VH-9393,2024-01-11,Emergency,904.405089988207,24.7542727675673,"Engine,Oil Change,Electrical",309412,TECH-123,False
MNT-101530,VH-9029,2024-03-10,Scheduled,341.89272147938493,1.0,"Engine,Electrical",452424,TECH-174,False
MNT-101531,VH-6019,2023-12-20,Corrective,973.1510640825377,1.0,"Electrical,HVAC,Engine",477904,TECH-111,False
MNT-101532,VH-8376,2024-02-21,Preventive,674.0372538343972,5.3022379843730345,"Electrical,HVAC",106683,TECH-142,False
MNT-101533,VH-5386,2023-04-11,Emergency,3068.3454467325623,13.491985941595662,Electrical,382788,TECH-118,False
MNT-101534,VH-6636,2024-03-21,Preventive,444.9330732831204,1.0,"Oil Change,Suspension",54194,TECH-127,True
MNT-101535,VH-4740,2024-09-27,Corrective,918.2571834220548,3.5360666029304735,"HVAC,Tires",140842,TECH-144,False
MNT-101536,VH-8000,2023-04-28,Preventive,498.64035475767963,1.0,"Tires,Oil Change,Brakes",210708,TECH-113,False
MNT-101537,VH-5672,2023-07-10,Preventive,521.2754684108535,7.793376354481759,Engine,96172,TECH-163,False
MNT-101538,VH-7166,2023-07-29,Corrective,693.3837674546661,29.125882824120666,"Electrical,Engine,Tires",475917,TECH-188,False
MNT-101539,VH-2536,2023-10-18,Emergency,1668.7422126473057,8.907236832377599,Transmission,23751,TECH-145,False
MNT-101540,VH-4001,2023-04-21,Preventive,539.5547306235688,1.0,Oil Change,227161,TECH-182,False
MNT-101541,VH-2422,2023-07-18,Preventive,464.1179158690635,11.040059807155075,"Engine,Tires,HVAC",468664,TECH-122,True
MNT-101542,VH-9723,2024-12-28,Preventive,720.5232971746678,16.404650221825804,Transmission,494062,TECH-164,False
MNT-101543,VH-2410,2023-12-22,Preventive,522.0923919096066,8.010583011795536,"Tires,Transmission,Brakes",256345,TECH-188,True
MNT-101544,VH-9862,2024-08-04,Corrective,1378.8946140993442,24.269121951784697,Transmission,414930,TECH-117,False
MNT-101545,VH-1712,2024-10-04,Preventive,701.6443687423455,2.1286651184037506,"Brakes,Engine,Transmission",306051,TECH-142,True
MNT-101546,VH-8866,2023-07-29,Preventive,323.7440577049939,8.511558984141091,Engine,424702,TECH-140,True
MNT-101547,VH-1335,2024-03-13,Emergency,2537.0782946282693,15.151895053107541,Brakes,138013,TECH-169,True
MNT-101548,VH-1461,2023-08-02,Emergency,3266.054717934727,2.8230516112638373,"Engine,HVAC",455621,TECH-114,False
MNT-101549,VH-9516,2023-01-15,Emergency,3828.0134083624603,24.77787080336602,"Brakes,Tires",154195,TECH-166,True
MNT-101550,VH-3473,2024-12-24,Emergency,1900.6098215550041,7.545646076435787,"HVAC,Suspension",357874,TECH-114,False
MNT-101551,VH-1823,2023-08-03,Corrective,1219.167871965912,40.365993906759186,"Suspension,Oil Change,Electrical",323168,TECH-105,False
MNT-101552,VH-6605,2024-01-08,Preventive,589.7268094108344,1.0,"Electrical,Engine,Oil Change",70778,TECH-119,True
MNT-101553,VH-8593,2024-05-13,Corrective,1264.3166871453102,12.105555263316258,"Transmission,Oil Change,Suspension",122084,TECH-171,False
MNT-101554,VH-4743,2023-06-07,Preventive,502.0261942146621,3.237878620524886,Engine,387658,TECH-148,False
MNT-101555,VH-8468,2023-10-19,Scheduled,406.38240984610087,1.0,"Electrical,Brakes,HVAC",323230,TECH-195,False
MNT-101556,VH-9274,2024-08-15,Preventive,772.430487521952,1.0,"HVAC,Engine,Brakes",456278,TECH-137,True
MNT-101557,VH-5262,2024-03-08,Preventive,576.272718927289,4.706397532759521,"Tires,Suspension,Transmission",360721,TECH-190,False
MNT-101558,VH-2372,2024-02-02,Corrective,1134.5945109571433,6.548744554671263,Electrical,89312,TECH-184,True
MNT-101559,VH-7925,2024-05-17,Scheduled,453.86533882400533,1.0,"Suspension,Oil Change,Transmission",453772,TECH-145,False
MNT-101560,VH-9432,2023-06-20,Preventive,334.2165668761867,8.306896428318812,"HVAC,Oil Change",109061,TECH-161,False
