vehicle_id,date,region,service_type,miles_driven,fuel_consumed,load_capacity_used,driver_id,on_time_deliveries,total_deliveries,on_time_rate
VH-8226,2024-04-20,Midwest,Distribution Center Management,517.4986246784524,76.66799928304135,70.97482358353093,DRV-798,7,8,0.875
VH-1886,2023-10-04,West,Freight Management,322.31821297416013,37.95572441025819,88.59745467044127,DRV-904,4,6,0.6666666666666666
VH-9584,2023-06-05,West,Distribution Center Management,416.4544980650657,46.53279460134726,89.28258306723828,DRV-175,7,9,0.7777777777777778
VH-8720,2023-08-06,Southeast,Dedicated Contract Carriage,514.442721241234,58.68791848644628,92.27247584215561,DRV-709,6,9,0.6666666666666666
VH-3446,2023-07-09,West,Distribution Center Management,444.3537632228502,61.43310696041441,82.40539717293494,DRV-580,4,6,0.6666666666666666
VH-4905,2024-02-21,Midwest,Freight Management,523.4899065506005,84.58828381906397,82.45885415077838,DRV-796,4,7,0.5714285714285714
VH-7474,2024-11-05,Southwest,Freight Management,309.04703794242823,43.8582898676921,71.79250987509197,DRV-453,7,8,0.875
VH-4591,2024-11-22,Northeast,Supply Chain Solutions,446.37991734291774,55.263456754136584,80.60912824936824,DRV-335,5,6,0.8333333333333334
VH-3181,2024-06-29,Southeast,Transportation Management,464.11448776829775,51.82552651972952,80.53106032043324,DRV-878,2,3,0.6666666666666666
VH-6011,2023-02-10,Midwest,Fleet Maintenance,365.19623559243314,45.18801043565675,39.44201028561615,DRV-736,8,9,0.8888888888888888
VH-6030,2023-11-03,Southeast,Supply Chain Solutions,416.00203637934567,62.91544672735184,76.441624977309,DRV-324,6,7,0.8571428571428571
VH-1354,2023-12-04,Northwest,Dedicated Contract Carriage,394.4028170532764,59.24405281686862,72.23856764452195,DRV-639,8,9,0.8888888888888888
VH-3631,2023-11-10,Southwest,Fleet Maintenance,316.87368329658887,38.326649211473956,66.0906864684305,DRV-842,5,8,0.625
VH-2521,2023-03-16,West,Distribution Center Management,375.9073434776336,47.79025612303766,92.5437663206093,DRV-194,11,14,0.7857142857142857
VH-3672,2023-10-06,Northwest,Supply Chain Solutions,472.9164728253567,74.43314803878779,66.84167865134644,DRV-321,8,10,0.8
VH-3337,2023-06-25,West,Fleet Maintenance,333.05403455211797,48.346836897525556,70.79526453735512,DRV-235,9,12,0.75
VH-7968,2024-10-23,Midwest,Supply Chain Solutions,369.0137929919976,42.51950208577515,88.9378930254366,DRV-594,7,9,0.7777777777777778
VH-1628,2023-09-30,Southwest,Distribution Center Management,245.6501525742484,33.67363712010123,94.74852119396617,DRV-285,7,9,0.7777777777777778
VH-8162,2024-09-11,Northeast,Freight Management,622.8356338567185,96.38417532460929,91.42294270292716,DRV-358,6,9,0.6666666666666666
VH-3679,2024-10-12,Northeast,Supply Chain Solutions,561.1225571742576,68.48884989363427,51.8564398247574,DRV-246,10,11,0.9090909090909091
VH-6266,2023-10-16,West,Dedicated Contract Carriage,594.5723477266243,94.05370965194335,73.80911192428648,DRV-953,6,7,0.8571428571428571
VH-5422,2024-12-24,Northwest,Fleet Maintenance,493.327942978486,63.65981562433332,61.1730580013592,DRV-841,7,10,0.7
VH-8463,2023-09-29,Southwest,Fleet Maintenance,485.33282813425797,72.56370548177095,68.7192645450784,DRV-806,6,8,0.75
VH-2126,2023-03-07,Southwest,Fleet Maintenance,424.6607589149344,52.72290475857049,51.47856950662337,DRV-889,7,9,0.7777777777777778
VH-2780,2024-04-27,Midwest,Supply Chain Solutions,606.0313159639484,97.41353592730637,55.521522563496205,DRV-368,5,6,0.8333333333333334
VH-7571,2023-09-05,Northwest,Distribution Center Management,452.83168831296643,65.433713164363,87.09124679731082,DRV-724,3,4,0.75
VH-9584,2023-06-05,Northeast,Supply Chain Solutions,214.7634476926797,27.29153961256896,76.28154760982765,DRV-772,4,5,0.8
VH-1825,2023-02-16,Midwest,Supply Chain Solutions,218.0504014108501,28.754290543251347,81.60091431121607,DRV-754,8,11,0.7272727272727273
VH-8276,2024-03-29,Southeast,Freight Management,493.61312429309083,57.48633578668641,60.784177850363875,DRV-296,4,5,0.8
VH-3395,2023-07-20,Southwest,Fleet Maintenance,334.84895041460186,54.44073235221666,78.383164509578,DRV-727,5,9,0.5555555555555556
VH-5145,2024-10-21,Northeast,Distribution Center Management,461.68583937492184,66.73298083975943,65.19483838662275,DRV-366,8,11,0.7272727272727273
VH-8059,2023-05-04,Midwest,Transportation Management,541.0662857827704,89.03696890589994,47.05703389110771,DRV-901,7,9,0.7777777777777778
VH-6492,2023-01-01,West,Distribution Center Management,350.4543174129476,39.05092411549384,79.98857375237725,DRV-449,7,13,0.5384615384615384
VH-8111,2024-10-01,Southeast,Supply Chain Solutions,414.0495717292529,56.69646083718255,34.088008776736615,DRV-288,6,7,0.8571428571428571
VH-7792,2023-07-10,Midwest,Dedicated Contract Carriage,418.4113218797278,50.262564756829605,80.56618361457019,DRV-678,7,9,0.7777777777777778
VH-4551,2024-08-01,West,Distribution Center Management,346.0074212893505,56.67720812733667,43.88484926194607,DRV-403,10,11,0.9090909090909091
VH-8711,2024-05-30,Northeast,Fleet Maintenance,278.5026875388935,37.557392636427544,49.67758781071246,DRV-606,8,11,0.7272727272727273
VH-4628,2024-03-17,Northeast,Dedicated Contract Carriage,318.91153359559655,35.55498517361815,77.02057093996056,DRV-868,7,12,0.5833333333333334
VH-2565,2023-05-23,Southeast,Transportation Management,270.76351528813836,35.04784667501498,62.76389919318612,DRV-960,3,6,0.5
VH-4667,2023-07-10,West,Transportation Management,428.6740052889105,50.70451221148491,88.29678962813684,DRV-989,4,8,0.5
VH-7459,2024-06-16,Southwest,Dedicated Contract Carriage,427.049861489141,50.16680048085728,67.92567541179318,DRV-193,1,2,0.5
VH-5096,2023-08-15,Northeast,Transportation Management,386.7763164210935,54.56849517826567,59.73186814021805,DRV-152,3,5,0.6
VH-2019,2023-11-09,Northwest,Dedicated Contract Carriage,279.5905575386953,38.311443253720356,69.29827248495421,DRV-269,11,14,0.7857142857142857
VH-8928,2024-09-20,Southwest,Supply Chain Solutions,582.6403935633575,71.3816129837197,62.43008196797486,DRV-131,6,7,0.8571428571428571
VH-9254,2023-10-29,Southwest,Dedicated Contract Carriage,375.28733976785645,49.76067183083933,86.37042757705794,DRV-217,5,6,0.8333333333333334
VH-6965,2024-10-15,Midwest,Supply Chain Solutions,757.993330870612,119.47055523659876,98.39007702497575,DRV-337,6,9,0.6666666666666666
VH-3269,2024-04-04,Midwest,Fleet Maintenance,553.8208781232559,78.00027893475378,62.231192259790305,DRV-747,5,6,0.8333333333333334
VH-9835,2024-02-05,Northeast,Fleet Maintenance,202.5342996498961,28.09976935050271,77.12700263915127,DRV-562,5,8,0.625
VH-5721,2024-07-04,Southwest,Transportation Management,598.1321968238151,83.82273730749702,40.738520459438234,DRV-241,5,8,0.625
VH-9408,2024-01-28,Midwest,Freight Management,365.70606035271834,53.40568193205928,64.14289251683884,DRV-137,6,10,0.6
VH-1195,2023-07-26,West,Freight Management,338.7686286515015,44.28089531111005,59.79662291284741,DRV-465,9,12,0.75
VH-4273,2023-07-29,West,Dedicated Contract Carriage,417.352863405278,60.32147916194805,94.55083895688146,DRV-289,3,6,0.5
VH-6110,2023-04-25,West,Supply Chain Solutions,586.0557755831104,74.90122270395949,63.67969919205946,DRV-853,5,7,0.7142857142857143
VH-8401,2024-10-07,West,Fleet Maintenance,512.805920021358,66.6174642971708,72.81394196999213,DRV-980,8,9,0.8888888888888888
VH-4212,2023-09-08,Southwest,Fleet Maintenance,471.896799957603,78.59327392516792,86.89843034558585,DRV-512,6,8,0.75
VH-3755,2023-08-07,West,Fleet Maintenance,351.3738447514574,44.48318313859817,72.53668581852179,DRV-375,3,7,0.42857142857142855
VH-2521,2024-02-11,Southwest,Transportation Management,563.1745858619296,71.57156262515353,80.74356249877252,DRV-400,5,6,0.8333333333333334
VH-6674,2024-03-18,Northeast,Fleet Maintenance,331.91276267123305,47.15391437453498,81.86892400158268,DRV-480,11,12,0.9166666666666666
VH-2080,2024-08-25,Northeast,Freight Management,575.1465738276074,80.12536688504791,74.13260393145103,DRV-717,10,12,0.8333333333333334
VH-6623,2023-12-20,West,Distribution Center Management,489.9773365215377,58.42573609574387,78.52647955062841,DRV-675,4,6,0.6666666666666666
VH-1721,2024-07-11,West,Transportation Management,378.5157771554464,45.67520518353368,61.95627162722992,DRV-242,8,11,0.7272727272727273
VH-2562,2024-07-03,West,Dedicated Contract Carriage,705.0620950360156,79.17673066807163,72.2693236219059,DRV-686,4,7,0.5714285714285714
VH-1639,2023-05-22,Northeast,Distribution Center Management,559.4466291292225,77.29161390008706,40.80988211042206,DRV-219,10,11,0.9090909090909091
VH-5260,2024-09-03,Midwest,Transportation Management,517.0361596281009,78.51454284030952,87.50502624308074,DRV-325,6,7,0.8571428571428571
VH-6190,2024-05-15,Northeast,Transportation Management,462.40050665603957,63.34052550723187,37.44540759252124,DRV-130,2,3,0.6666666666666666
VH-4736,2024-12-02,West,Supply Chain Solutions,312.7503737523689,36.73200116113781,55.88450696576297,DRV-960,6,8,0.75
VH-8746,2024-06-30,Midwest,Distribution Center Management,454.53817302214077,54.69896777878987,62.77786353810484,DRV-124,6,9,0.6666666666666666
VH-1089,2024-10-20,Midwest,Distribution Center Management,642.5070944689697,96.89265457586316,37.11421016374408,DRV-603,6,8,0.75
VH-2251,2024-06-25,Southeast,Freight Management,284.6933751394115,40.47176875596325,95.45582455503832,DRV-814,4,5,0.8
VH-5703,2024-05-21,Southwest,Distribution Center Management,518.0739118749582,57.76932907662473,67.38831459825,DRV-613,5,7,0.7142857142857143
VH-1348,2024-08-18,West,Fleet Maintenance,617.3167929037061,88.58228379792506,84.386428302478,DRV-652,5,9,0.5555555555555556
VH-5052,2023-10-08,Southwest,Freight Management,623.3193055259949,98.1105199727842,86.94854960855642,DRV-939,4,6,0.6666666666666666
VH-3941,2024-02-28,Southeast,Fleet Maintenance,341.9894792976561,46.152033904241925,64.60157563795808,DRV-229,6,8,0.75
VH-9437,2023-09-27,Southwest,Freight Management,384.61153460275625,61.75603439092791,74.78897266313979,DRV-713,3,5,0.6
VH-1271,2023-06-03,West,Dedicated Contract Carriage,462.1107316484625,75.1810068538253,72.37964897555386,DRV-280,11,13,0.8461538461538461
VH-3030,2024-09-05,Southeast,Freight Management,504.46162727425593,66.80169886734107,76.67480210633762,DRV-549,8,9,0.8888888888888888
VH-8836,2024-12-27,Southwest,Dedicated Contract Carriage,603.807154382439,88.89562612509371,50.77185138843553,DRV-811,3,4,0.75
VH-8041,2024-10-23,Northeast,Freight Management,425.8635100028574,48.40382913556995,33.40444491544945,DRV-322,6,7,0.8571428571428571
VH-6175,2023-03-24,Midwest,Dedicated Contract Carriage,563.4765585483697,74.4785715515139,82.92765740607295,DRV-644,8,11,0.7272727272727273
VH-2126,2024-09-13,Southeast,Fleet Maintenance,142.32170764644798,18.097012479737952,81.5200364663117,DRV-571,5,9,0.5555555555555556
VH-5379,2024-03-01,Northeast,Freight Management,418.0812715109272,55.41494401309,56.15922180028904,DRV-217,2,3,0.6666666666666666
VH-9708,2023-10-02,West,Supply Chain Solutions,563.3627067981056,93.72219925371677,83.66750081867521,DRV-892,3,5,0.6
VH-9052,2024-12-13,Midwest,Freight Management,550.0196803301509,61.56584879238994,80.13074791860068,DRV-484,5,8,0.625
VH-1611,2023-10-11,Southeast,Dedicated Contract Carriage,335.0089869572476,42.64503505806428,53.57033930763868,DRV-189,6,11,0.5454545454545454
VH-1749,2023-06-22,Midwest,Transportation Management,573.1803397383774,65.47724380011299,54.23373250511227,DRV-465,4,6,0.6666666666666666
VH-2856,2023-11-23,Northwest,Fleet Maintenance,279.5758294271599,33.45864427121239,71.51431030254864,DRV-504,5,6,0.8333333333333334
VH-9591,2024-12-18,Northwest,Supply Chain Solutions,593.5734104127419,68.28307218249095,77.70294337179021,DRV-826,8,9,0.8888888888888888
VH-2526,2023-03-04,Southeast,Transportation Management,425.47998432542767,49.955640838474565,70.36715964931368,DRV-967,7,8,0.875
VH-7229,2023-03-14,Southeast,Transportation Management,395.840076611116,62.06121190881588,64.75180607292023,DRV-407,8,11,0.7272727272727273
VH-9511,2024-09-27,Southwest,Fleet Maintenance,414.2322960792591,56.28361124792964,75.16890471693893,DRV-159,9,12,0.75
VH-9527,2024-01-10,Midwest,Freight Management,495.4848007372413,77.93253131627696,67.07403996351188,DRV-659,5,6,0.8333333333333334
VH-3098,2024-09-24,Northwest,Distribution Center Management,699.644795473219,78.01853126345075,91.64617715026914,DRV-934,5,6,0.8333333333333334
VH-8865,2024-05-22,Northwest,Supply Chain Solutions,596.1721507382398,75.70527928991511,75.19455782215816,DRV-987,4,5,0.8
VH-1173,2024-02-02,Midwest,Freight Management,312.3392125569666,39.524657403155786,53.59017299042803,DRV-616,5,6,0.8333333333333334
VH-1500,2023-04-30,Northwest,Fleet Maintenance,325.0431792805973,36.27012135021131,85.27220357701907,DRV-448,8,10,0.8
VH-4646,2024-03-12,Northeast,Distribution Center Management,221.30363235747495,27.47584742822984,76.31516485282326,DRV-126,5,6,0.8333333333333334
VH-7219,2024-11-06,Northwest,Fleet Maintenance,487.06412092420646,63.552230234818374,79.12013792090275,DRV-639,7,8,0.875
VH-3363,2024-04-09,Northwest,Fleet Maintenance,429.65535096394234,52.984585246498916,48.68558768453422,DRV-463,5,6,0.8333333333333334
VH-8540,2023-10-13,West,Transportation Management,525.2850950993579,59.19373385326183,46.979495612278264,DRV-873,8,9,0.8888888888888888
VH-2896,2023-09-22,Northeast,Freight Management,389.88072045113313,59.95545787319507,71.08174647333696,DRV-113,7,8,0.875
VH-6759,2023-11-16,Southwest,Fleet Maintenance,402.4211214665932,50.15824498842113,57.770627157402046,DRV-374,1,3,0.3333333333333333
VH-2778,2024-11-03,Southeast,Freight Management,275.7485318400481,45.713685052691865,74.04760233937769,DRV-484,3,4,0.75
VH-4057,2024-01-11,Northwest,Distribution Center Management,582.4019846792698,69.89958058248934,96.07865509037845,DRV-347,3,4,0.75
VH-6190,2023-03-30,Southwest,Transportation Management,377.76548131655704,44.1462592042063,94.41494527270761,DRV-417,7,9,0.7777777777777778
VH-7997,2024-10-15,Southwest,Distribution Center Management,349.72652904069923,48.3552608623995,37.92056544970669,DRV-128,6,8,0.75
VH-5747,2023-07-22,Northeast,Distribution Center Management,565.9885803410303,78.3315579736341,73.97837241057864,DRV-267,5,6,0.8333333333333334
VH-1045,2023-11-30,Southeast,Transportation Management,272.91242999191934,41.9880090409091,92.50751103404775,DRV-346,7,9,0.7777777777777778
VH-8758,2023-08-10,West,Freight Management,515.9633498346776,83.9807185624376,81.09199849101634,DRV-362,6,9,0.6666666666666666
VH-8053,2023-02-10,Southwest,Distribution Center Management,357.82323475007814,58.08539071175525,40.20550885118236,DRV-183,5,7,0.7142857142857143
VH-4201,2024-12-08,West,Dedicated Contract Carriage,436.08932425791363,51.52829255591543,76.35713603876087,DRV-783,3,5,0.6
VH-1455,2023-03-09,Southeast,Freight Management,217.825110756304,30.31133672373059,59.447258513990995,DRV-350,6,7,0.8571428571428571
VH-3924,2024-05-28,Southeast,Fleet Maintenance,519.302300358799,61.85234350261051,70.56778186051568,DRV-429,6,8,0.75
VH-8798,2024-09-28,Northeast,Transportation Management,696.0035121223996,99.02080016519908,41.798807942964366,DRV-969,5,7,0.7142857142857143
VH-1965,2024-09-13,Midwest,Transportation Management,298.43895347559175,47.19369394993476,70.18507095851305,DRV-681,6,7,0.8571428571428571
VH-5964,2024-08-20,Northwest,Freight Management,588.6001253158196,67.37465170251805,52.69043769971432,DRV-688,3,4,0.75
VH-2528,2024-09-23,Northeast,Dedicated Contract Carriage,444.3232024805252,65.85023272232924,76.37935530256773,DRV-811,5,7,0.7142857142857143
VH-3976,2023-05-07,West,Dedicated Contract Carriage,514.1524870179253,82.5382200139329,51.906329687953445,DRV-450,5,7,0.7142857142857143
VH-4071,2023-09-12,Northeast,Dedicated Contract Carriage,308.39573824537797,46.73742850581752,70.31653580226727,DRV-723,6,8,0.75
VH-5869,2024-11-25,Southeast,Dedicated Contract Carriage,326.15809491173394,37.76570768107595,92.01527676542605,DRV-889,6,9,0.6666666666666666
VH-7387,2023-01-16,Southwest,Supply Chain Solutions,460.49513661819674,51.943332753466876,58.03388798664879,DRV-693,11,15,0.7333333333333333
VH-3521,2024-04-21,Northwest,Transportation Management,424.0296193241571,50.47022624049762,67.85279339786807,DRV-744,10,12,0.8333333333333334
VH-7525,2023-03-03,Northwest,Distribution Center Management,467.8883689306685,66.51909740615723,82.23379146624532,DRV-876,5,7,0.7142857142857143
VH-2126,2024-03-07,Midwest,Transportation Management,274.36549446681045,35.82558133529213,44.767789301694975,DRV-564,5,10,0.5
VH-7632,2024-10-31,Southeast,Transportation Management,523.2508507462436,70.37886974933812,85.56525671009437,DRV-425,3,4,0.75
VH-6773,2023-09-25,Northwest,Transportation Management,496.6028541107076,76.11112225274573,92.04183029095597,DRV-732,12,13,0.9230769230769231
VH-8716,2023-02-04,Northwest,Dedicated Contract Carriage,582.7083068195395,69.73447524163105,83.72464201444515,DRV-168,5,10,0.5
VH-4404,2024-07-29,Southwest,Dedicated Contract Carriage,487.9815693097486,57.80501698196577,42.874958969137026,DRV-514,5,8,0.625
VH-5492,2024-05-08,West,Supply Chain Solutions,720.6834467494638,109.54541298168253,75.05760809571159,DRV-974,5,9,0.5555555555555556
VH-3343,2024-07-15,West,Freight Management,690.9088060220945,84.45525551946214,76.78725394221011,DRV-785,5,6,0.8333333333333334
VH-1106,2024-04-13,West,Transportation Management,452.0657916543561,60.33866911327157,70.92409294121241,DRV-230,13,15,0.8666666666666667
VH-4154,2024-10-22,Northeast,Fleet Maintenance,447.3258797317867,69.06757999979602,86.87995599733726,DRV-373,9,11,0.8181818181818182
VH-5053,2023-11-21,West,Freight Management,350.3912297460371,42.56126065199659,76.07369382914413,DRV-538,6,8,0.75
VH-5801,2023-10-31,West,Supply Chain Solutions,287.28769830267197,42.42021327063181,45.298229736449024,DRV-978,6,8,0.75
VH-7139,2023-10-03,Northeast,Dedicated Contract Carriage,422.65781415315234,50.490034429267496,59.177162132762284,DRV-118,11,12,0.9166666666666666
VH-6580,2024-11-14,Southwest,Transportation Management,372.72835795279474,41.64838602535432,62.747004250725794,DRV-289,3,5,0.6
VH-1214,2023-07-20,Southeast,Dedicated Contract Carriage,355.7493949941782,51.544072002636334,61.81377979210393,DRV-369,6,9,0.6666666666666666
VH-6400,2024-03-20,Northwest,Freight Management,492.1664782965752,70.30814322698218,56.24271147031753,DRV-864,2,6,0.3333333333333333
VH-7875,2023-11-20,Midwest,Distribution Center Management,260.88814787680417,33.89360311820732,63.446393619915575,DRV-438,5,6,0.8333333333333334
VH-5289,2023-02-04,Northwest,Dedicated Contract Carriage,308.09972523786956,35.51539565141261,61.114538564329656,DRV-757,7,11,0.6363636363636364
VH-5253,2024-04-26,West,Dedicated Contract Carriage,213.39070159730196,24.534755045550302,54.48143858733769,DRV-544,8,11,0.7272727272727273
VH-9656,2024-12-28,West,Supply Chain Solutions,287.69534285798136,39.36174173505184,89.76598398759413,DRV-679,5,8,0.625
VH-7247,2024-04-24,Northwest,Distribution Center Management,377.53317803939206,52.76510041110948,86.42231375118912,DRV-907,9,15,0.6
VH-7177,2023-03-06,Northwest,Freight Management,546.9692812312885,82.25102335395066,68.768594401595,DRV-727,3,7,0.42857142857142855
VH-8269,2023-01-08,West,Fleet Maintenance,681.9358135873274,81.58289205436344,61.86691612319516,DRV-455,5,6,0.8333333333333334
VH-3372,2023-10-28,Northeast,Fleet Maintenance,242.70747209411468,29.445714947079036,80.98603272719322,DRV-349,10,11,0.9090909090909091
VH-7834,2023-12-09,Northeast,Fleet Maintenance,555.2524976180856,86.38155485487859,60.011774969024756,DRV-605,2,4,0.5
VH-9783,2024-03-06,Northeast,Transportation Management,334.4042691151409,44.10344781118387,75.5212608749893,DRV-655,6,7,0.8571428571428571
VH-7617,2024-02-28,Midwest,Fleet Maintenance,469.6016150816112,69.63796920064802,82.57553182421472,DRV-265,8,10,0.8
VH-6150,2023-11-28,Southeast,Transportation Management,519.2148984212587,63.87632129475217,74.51969343705439,DRV-396,6,7,0.8571428571428571
VH-9102,2024-03-13,West,Freight Management,618.6623096641931,85.28189392283909,76.28978312941761,DRV-230,5,7,0.7142857142857143
VH-5158,2024-08-10,Southwest,Freight Management,737.5109271926938,117.54694830158532,54.92791405002241,DRV-586,6,8,0.75
VH-8727,2023-06-23,Northwest,Dedicated Contract Carriage,575.1154013286082,77.87318466860603,80.62962502273017,DRV-625,4,6,0.6666666666666666
VH-6206,2024-07-12,Northwest,Fleet Maintenance,393.0013577648721,52.794358124263404,59.50326093972503,DRV-375,3,4,0.75
VH-1303,2024-06-10,West,Supply Chain Solutions,265.37356535048593,37.03905707840398,74.03859707316906,DRV-690,5,7,0.7142857142857143
VH-1333,2024-10-20,West,Freight Management,477.8874969793832,55.12807640329447,64.81717348436379,DRV-127,6,10,0.6
VH-5506,2023-01-26,West,Distribution Center Management,527.5055136274682,81.06167706848713,66.61240283753021,DRV-175,8,10,0.8
VH-3331,2024-08-27,Northwest,Distribution Center Management,311.4210594118413,45.255270387875505,62.59934790955326,DRV-391,5,7,0.7142857142857143
VH-5561,2024-02-10,West,Freight Management,543.0890502189875,75.51144866525851,98.48870060691016,DRV-841,5,7,0.7142857142857143
VH-1079,2023-08-20,Northwest,Dedicated Contract Carriage,398.6531015183566,50.31559551523211,72.11737455089867,DRV-480,3,4,0.75
VH-4763,2024-06-16,Southeast,Distribution Center Management,314.3428430564003,43.83414883087795,56.89000336212066,DRV-678,5,8,0.625
VH-6196,2024-07-03,Southwest,Distribution Center Management,466.419546564588,55.209475599792086,86.63837914573561,DRV-936,6,10,0.6
VH-1732,2024-05-19,Northeast,Dedicated Contract Carriage,341.68790402644487,38.47939590074459,87.25820418672035,DRV-906,4,5,0.8
VH-4976,2024-10-30,Southwest,Dedicated Contract Carriage,311.2563690282758,38.03407758584436,66.7189064027849,DRV-497,4,6,0.6666666666666666
VH-6659,2023-06-28,West,Dedicated Contract Carriage,484.4466957123732,80.2412594002726,73.07664958440974,DRV-991,8,11,0.7272727272727273
VH-2384,2023-05-12,Southwest,Supply Chain Solutions,499.838153495979,55.70038327890347,75.61080831164047,DRV-993,2,4,0.5
VH-3124,2024-03-30,West,Dedicated Contract Carriage,406.1599706519237,48.90094499618291,60.992956458180416,DRV-244,6,8,0.75
VH-7652,2023-12-14,Southwest,Dedicated Contract Carriage,482.9644443946976,58.349148321614166,54.73389395216829,DRV-107,7,8,0.875
VH-6283,2024-06-23,Midwest,Dedicated Contract Carriage,586.9989208815155,78.39383027455186,61.861389842376994,DRV-969,3,4,0.75
VH-8176,2024-02-10,Southwest,Freight Management,549.8594261226833,90.94643909719625,60.962372721521575,DRV-368,3,5,0.6
VH-7605,2023-03-17,Northeast,Fleet Maintenance,350.86455194509625,46.61368033099834,85.11081498150902,DRV-555,12,14,0.8571428571428571
VH-6707,2024-08-01,Northeast,Freight Management,453.35318149168006,69.18457389277226,72.02595213006897,DRV-923,5,6,0.8333333333333334
VH-3292,2024-05-06,Southwest,Fleet Maintenance,366.1211763828365,45.637274811635805,70.51385588346271,DRV-140,3,5,0.6
VH-9376,2023-07-13,Northwest,Supply Chain Solutions,281.9496937608748,46.581885005481396,95.22774744447682,DRV-534,9,11,0.8181818181818182
VH-1997,2023-06-11,Northwest,Supply Chain Solutions,527.1216059216854,71.76965063667153,75.76922824676942,DRV-432,1,5,0.2
VH-5664,2023-12-13,Northwest,Distribution Center Management,570.3222461517933,67.15071532918813,66.46395570013243,DRV-372,2,4,0.5
VH-3357,2023-12-27,Southwest,Freight Management,393.10723524520165,43.98293091190482,60.31064660172124,DRV-865,5,7,0.7142857142857143
VH-6491,2024-08-06,Northwest,Fleet Maintenance,478.1786493143998,53.49075322224439,59.49442795621766,DRV-508,9,12,0.75
VH-2679,2023-03-28,Southeast,Supply Chain Solutions,635.6615834953111,72.40891032837965,75.51870026696909,DRV-174,5,6,0.8333333333333334
VH-6715,2023-09-19,Southwest,Supply Chain Solutions,572.9988514188628,77.76676456889949,57.302511030194836,DRV-672,4,5,0.8
VH-5886,2023-08-02,Northeast,Freight Management,379.64304073744074,48.33727241947846,87.03962956391966,DRV-339,4,6,0.6666666666666666
VH-8440,2024-10-26,Northwest,Distribution Center Management,440.4429628621373,71.70733453070751,59.76266259502246,DRV-133,5,6,0.8333333333333334
VH-7821,2024-12-22,Midwest,Dedicated Contract Carriage,365.027411706194,48.829885227968255,50.78647325707092,DRV-604,7,10,0.7
VH-4527,2024-07-26,Northwest,Transportation Management,477.5032692751306,56.66224363083404,66.57458428714693,DRV-973,11,12,0.9166666666666666
VH-7813,2023-09-19,Northeast,Distribution Center Management,454.85605907571625,72.39157105811893,78.23227199849121,DRV-128,6,10,0.6
VH-3745,2024-12-30,Southeast,Transportation Management,311.6538081288488,44.238473032759664,63.56222496093894,DRV-879,8,9,0.8888888888888888
VH-5090,2023-10-10,Southwest,Distribution Center Management,395.2865195795983,52.492451386966486,53.33401500542557,DRV-139,7,8,0.875
VH-7158,2024-10-09,Northwest,Distribution Center Management,202.2068925463275,26.435710862218187,68.07752882801245,DRV-652,6,7,0.8571428571428571
VH-9561,2024-04-11,Midwest,Dedicated Contract Carriage,325.3348468587889,43.24954972730877,82.82856788164241,DRV-549,6,11,0.5454545454545454
VH-8471,2024-01-15,Northeast,Supply Chain Solutions,499.5286216702953,63.94698803998,70.89344800460916,DRV-222,7,10,0.7
VH-4743,2023-12-28,Midwest,Fleet Maintenance,467.1925937702164,55.57691710085318,79.51326755187236,DRV-538,6,7,0.8571428571428571
VH-8008,2024-03-24,West,Distribution Center Management,563.6209362273028,65.4389628555761,64.59242434290057,DRV-406,4,6,0.6666666666666666
VH-4324,2024-03-16,Northeast,Dedicated Contract Carriage,456.32725538922244,67.17042245441269,80.3941429535729,DRV-943,2,5,0.4
VH-9632,2023-04-03,West,Transportation Management,426.45954844498226,53.68053483834391,93.67470006043054,DRV-307,6,12,0.5
VH-4257,2024-09-12,Midwest,Freight Management,672.9484525354907,82.7058549921016,57.96114877868214,DRV-770,7,8,0.875
VH-1226,2024-02-28,Southwest,Freight Management,409.287659414915,60.24176134397521,67.53539429066186,DRV-567,2,4,0.5
VH-3401,2023-05-22,Southwest,Supply Chain Solutions,403.7804888487676,54.54389870604954,85.39109256891356,DRV-562,4,6,0.6666666666666666
VH-5718,2023-10-18,Southwest,Freight Management,455.9530054284267,62.831494255424694,58.79775850389154,DRV-413,10,11,0.9090909090909091
VH-2024,2024-03-07,West,Distribution Center Management,356.66370290076907,51.25720799758713,79.01942094338557,DRV-692,4,5,0.8
VH-6672,2024-11-19,Southwest,Transportation Management,480.8463670123488,60.580498976282094,34.90465031349157,DRV-865,4,6,0.6666666666666666
VH-8727,2024-10-14,Southeast,Distribution Center Management,363.07559364032676,55.17984073184762,91.91174902918902,DRV-570,6,9,0.6666666666666666
VH-6280,2024-12-01,Northeast,Freight Management,398.2419187781192,51.837496928782905,71.75128393173593,DRV-463,4,7,0.5714285714285714
VH-1870,2023-02-18,Northeast,Fleet Maintenance,360.5645063255596,48.19499956814707,81.59268674447219,DRV-386,5,6,0.8333333333333334
VH-4199,2023-10-29,Midwest,Freight Management,236.66533508155368,34.69361614194553,71.75837929711545,DRV-990,6,8,0.75
VH-2745,2023-07-09,Northwest,Fleet Maintenance,160.04649276012708,24.923487016199367,78.36898425875924,DRV-901,2,3,0.6666666666666666
VH-6270,2023-05-16,West,Freight Management,279.1460047358979,34.26739163851037,70.4707573490798,DRV-270,3,7,0.42857142857142855
VH-9635,2024-07-08,Northeast,Supply Chain Solutions,586.93070173772,74.97001790627655,52.46742437886455,DRV-886,11,14,0.7857142857142857
